vco_freq(Ghz),vctrl_freq(Ghz),divider out freq (Mhz),division ratio,fs_min(Ghz),fs_max(Ghz)
2.397803191580294,4.805533462618381,10.000018490773689,239.77987578648757,499.9999998803191,50000.0
