 1.00000000e+09  3.27582266e+01 
 1.02329299e+09  3.40063196e+01 
 1.04712855e+09  3.53336739e+01 
 1.07151931e+09  3.67484234e+01 
 1.09647820e+09  3.82598725e+01 
 1.12201845e+09  3.98787140e+01 
 1.14815362e+09  4.16172975e+01 
 1.17489755e+09  4.34899623e+01 
 1.20226443e+09  4.55134538e+01 
 1.23026877e+09  4.77074493e+01 
 1.25892541e+09  5.00952271e+01 
 1.28824955e+09  5.27045273e+01 
 1.31825674e+09  5.55686718e+01 
 1.34896288e+09  5.87280380e+01 
 1.38038426e+09  6.22320255e+01 
 1.41253754e+09  6.61417159e+01 
 1.44543977e+09  7.05335309e+01 
 1.47910839e+09  7.55043510e+01 
 1.51356125e+09  8.11788233e+01 
 1.54881662e+09  8.77200248e+01 
 1.58489319e+09  9.53454238e+01 
 1.62181010e+09  1.04351459e+02 
 1.65958691e+09  1.15152656e+02 
 1.69824365e+09  1.28346305e+02 
 1.73780083e+09  1.44824252e+02 
 1.77827941e+09  1.65976591e+02 
 1.81970086e+09  1.94086731e+02 
 1.86208714e+09  2.33156616e+02 
 1.90546072e+09  2.90783501e+02 
 1.94984460e+09  3.82787415e+02 
 1.99526231e+09  5.44206978e+02 
 2.04173794e+09  8.24171885e+02 
 2.08929613e+09  9.51377000e+02 
 2.13796209e+09  6.63634964e+02 
 2.18776162e+09  4.48622176e+02 
 2.23872114e+09  3.29671480e+02 
 2.29086765e+09  2.58433355e+02 
 2.34422882e+09  2.11800691e+02 
 2.39883292e+09  1.79118054e+02 
 2.45470892e+09  1.55010404e+02 
 2.51188643e+09  1.36519721e+02 
 2.57039578e+09  1.21897034e+02 
 2.63026799e+09  1.10046520e+02 
 2.69153480e+09  1.00248425e+02 
 2.75422870e+09  9.20112617e+01 
 2.81838293e+09  8.49883309e+01 
 2.88403150e+09  7.89282462e+01 
 2.95120923e+09  7.36443873e+01 
 3.01995172e+09  6.89953599e+01 
 3.09029543e+09  6.48721117e+01 
 3.16227766e+09  6.11892056e+01 
 3.23593657e+09  5.78787685e+01 
 3.31131121e+09  5.48862074e+01 
 3.38844156e+09  5.21671183e+01 
 3.46736850e+09  4.96850193e+01 
 3.54813389e+09  4.74096620e+01 
 3.63078055e+09  4.53157572e+01 
 3.71535229e+09  4.33819994e+01 
 3.80189396e+09  4.15903136e+01 
 3.89045145e+09  3.99252663e+01 
 3.98107171e+09  3.83736002e+01 
 4.07380278e+09  3.69238642e+01 
 4.16869383e+09  3.55661161e+01 
 4.26579519e+09  3.42916827e+01 
 4.36515832e+09  3.30929627e+01 
 4.46683592e+09  3.19632670e+01 
 4.57088190e+09  3.08966850e+01 
 4.67735141e+09  2.98879752e+01 
 4.78630092e+09  2.89324722e+01 
 4.89778819e+09  2.80260099e+01 
 5.01187234e+09  2.71648561e+01 
 5.12861384e+09  2.63456573e+01 
 5.24807460e+09  2.55653913e+01 
 5.37031796e+09  2.48213271e+01 
 5.49540874e+09  2.41109903e+01 
 5.62341325e+09  2.34321334e+01 
 5.75439937e+09  2.27827100e+01 
 5.88843655e+09  2.21608521e+01 
 6.02559586e+09  2.15648513e+01 
 6.16595002e+09  2.09931410e+01 
 6.30957344e+09  2.04442824e+01 
 6.45654229e+09  1.99169505e+01 
 6.60693448e+09  1.94099235e+01 
 6.76082975e+09  1.89220718e+01 
 6.91830971e+09  1.84523497e+01 
 7.07945784e+09  1.79997871e+01 
 7.24435960e+09  1.75634823e+01 
 7.41310241e+09  1.71425960e+01 
 7.58577575e+09  1.67363455e+01 
 7.76247117e+09  1.63439996e+01 
 7.94328235e+09  1.59648744e+01 
 8.12830516e+09  1.55983289e+01 
 8.31763771e+09  1.52437616e+01 
 8.51138038e+09  1.49006072e+01 
 8.70963590e+09  1.45683338e+01 
 8.91250938e+09  1.42464399e+01 
 9.12010839e+09  1.39344526e+01 
 9.33254301e+09  1.36319248e+01 
 9.54992586e+09  1.33384339e+01 
 9.77237221e+09  1.30535796e+01 
 1.00000000e+10  1.27769824e+01 
