process,temp,supply,control,corner name,gmn (mS),gmp (mS),I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,differential swing,Oscillation Status,freq (GHZ),failed corners
ff,-40,1.1,1.8,"ff,-40,1.1",2.378983e+01,1.492332e+01,1.182823e+00,1.182823e+00,2.365646e+00,True,True,True,7.998331e-01,7.998331e-01,3.703624,True,2.643257,
ff,125,0.9,0.0,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.696594,True,2.259877,
ff,125,0.9,0.1,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.677376,True,2.290478,
ff,125,0.9,0.2,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.664646,True,2.327751,
ff,125,0.9,0.3,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.657204,True,2.369133,
ff,125,0.9,0.4,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.663134,True,2.411137,
ff,125,0.9,0.5,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.689876,True,2.450295,
ff,125,0.9,0.6,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.731832,True,2.485941,
ff,125,0.9,0.7,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.785358,True,2.518656,
ff,125,0.9,0.8,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.841128,True,2.549588,
ff,125,0.9,0.9,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.891944,True,2.579348,
ff,125,0.9,1.0,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.934006,True,2.606498,
ff,125,0.9,1.1,"ff,125,0.9",1.391038e+01,9.453479e+00,1.117936e+00,1.117936e+00,2.235868e+00,True,True,True,7.197906e-01,7.197906e-01,2.966286,True,2.628393,
