process,temp,supply,control,I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,vdiff_max,Oscillation Status,freq (GHZ)
ss,125,1.0,0.7,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.420028,True,2.468807e+00
tt,-40,1.1,0.7,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.54376,True,2.509191e+00
fs,-40,1.0,0.7,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.516459,True,2.556095e+00
sf,27,0.9,0.7,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.439617,True,2.528634e+00
tt,27,0.9,0.7,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.435101,True,2.551483e+00
ff,-40,0.9,0.7,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.459448,True,2.590015e+00
ff,27,1.0,0.7,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.441364,True,2.535660e+00
ss,27,1.1,0.7,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.514887,True,2.484200e+00
tt,125,0.9,0.7,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.365965,True,2.511086e+00
ss,-40,1.0,0.7,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.553268,True,2.516430e+00
ff,-40,1.0,0.7,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.49645,True,2.549160e+00
tt,125,1.0,0.7,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.390503,True,2.491437e+00
ss,-40,1.1,0.7,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.569879,True,2.492351e+00
sf,27,1.1,0.7,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.489325,True,2.473384e+00
ff,-40,1.1,0.7,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.523812,True,2.522582e+00
tt,125,1.1,0.7,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.409017,True,2.477239e+00
ff,125,1.1,0.7,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.384852,True,2.496973e+00
sf,27,1.0,0.7,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.468349,True,2.493239e+00
ff,27,0.9,0.7,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.411144,True,2.565485e+00
sf,-40,0.9,0.7,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,4.469203e-11,False,-
ff,125,1.0,0.7,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.365411,True,2.512638e+00
ss,-40,0.9,0.7,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.149203e-11,False,-
tt,27,1.1,0.7,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.48616,True,2.501617e+00
sf,125,0.9,0.7,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.366854,True,2.485539e+00
sf,125,1.0,0.7,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.392012,True,2.463920e+00
ff,125,0.9,0.7,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.341243,True,2.532849e+00
ss,27,1.0,0.7,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.493197,True,2.502447e+00
fs,125,1.0,0.7,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.391924,True,2.517320e+00
ff,27,1.1,0.7,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.464192,True,2.514628e+00
sf,-40,1.0,0.7,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.533429,True,2.508555e+00
tt,27,1.0,0.7,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.464638,True,2.521072e+00
sf,125,1.1,0.7,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.409844,True,2.449271e+00
fs,125,1.1,0.7,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.411527,True,2.504375e+00
ss,27,0.9,0.7,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.461325,True,2.537235e+00
ss,-40,1.0,0.9,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.621098,True,2.585714e+00
ss,125,0.9,0.9,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.435794,True,2.556857e+00
ff,125,1.0,0.9,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.424834,True,2.581463e+00
fs,125,0.9,0.9,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.410171,True,2.599422e+00
ff,27,0.9,0.9,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.466329,True,2.645199e+00
ss,27,1.0,0.9,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.55708,True,2.566020e+00
ss,-40,1.1,0.9,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.64662,True,2.556184e+00
fs,27,0.9,0.9,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.482575,True,2.637850e+00
ff,27,1.0,0.9,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.510534,True,2.607109e+00
ss,125,1.1,0.9,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.496052,True,2.516964e+00
ff,125,1.1,0.9,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.448753,True,2.564448e+00
ss,27,1.1,0.9,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.583838,True,2.545104e+00
fs,125,1.0,0.9,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.44253,True,2.580921e+00
ff,125,0.9,0.9,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.392797,True,2.604693e+00
ff,-40,0.9,0.9,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.512286,True,2.681911e+00
ss,-40,0.9,0.9,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.275302e-11,False,-
fs,125,1.1,0.9,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.466265,True,2.567103e+00
ss,125,1.0,0.9,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.473286,True,2.531775e+00
ff,-40,1.0,0.9,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.569798,True,2.627024e+00
fs,27,1.1,0.9,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.554656,True,2.586121e+00
ss,27,0.9,0.9,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.506936,True,2.611494e+00
ff,-40,1.1,0.9,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.603462,True,2.597782e+00
ff,27,1.1,0.9,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.538916,True,2.583606e+00
fs,27,1.0,0.9,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.527125,True,2.605799e+00
tt,125,1.0,0.9,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.446462,True,2.556616e+00
tt,-40,1.0,0.9,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.589466,True,2.606378e+00
sf,-40,1.1,0.9,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.632483,True,2.555949e+00
sf,125,0.9,0.9,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.41967,True,2.559953e+00
tt,27,1.1,0.9,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.557137,True,2.566105e+00
fs,-40,1.1,0.9,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.615346,True,2.596265e+00
fs,-40,0.9,0.9,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.525676,True,2.669661e+00
tt,-40,1.1,0.9,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.621216,True,2.577866e+00
sf,27,1.0,0.9,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.540384,True,2.565198e+00
tt,-40,0.9,0.9,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.532236,True,2.666873e+00
sf,125,1.0,0.9,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.454338,True,2.531887e+00
sf,27,1.1,0.9,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.566946,True,2.542054e+00
tt,27,1.0,0.9,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.530605,True,2.587473e+00
sf,-40,1.0,0.9,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.606319,True,2.587439e+00
sf,125,1.1,0.9,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.476002,True,2.515509e+00
sf,27,0.9,0.9,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.493842,True,2.615011e+00
tt,125,0.9,0.9,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.413742,True,2.580214e+00
sf,-40,0.9,0.9,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,1.719491e-11,False,-
fs,-40,1.0,0.9,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.582885,True,2.621346e+00
tt,125,1.1,0.9,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.469051,True,2.541219e+00
tt,27,0.9,0.9,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.484613,True,2.627931e+00
ss,27,0.9,1.0,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.521569,True,2.638239e+00
ff,-40,1.0,1.0,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.598689,True,2.661528e+00
tt,-40,0.9,1.0,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.549592,True,2.697354e+00
ss,-40,0.9,1.0,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.037137e-11,False,-
tt,-40,1.1,1.0,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.653795,True,2.609597e+00
ff,125,1.0,1.0,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.450213,True,2.609395e+00
sf,125,1.1,1.0,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.505308,True,2.543907e+00
tt,125,0.9,1.0,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.431834,True,2.606905e+00
tt,-40,1.0,1.0,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.616854,True,2.638389e+00
fs,-40,0.9,1.0,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.539257,True,2.693139e+00
fs,125,0.9,1.0,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.426248,True,2.622750e+00
sf,125,0.9,1.0,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.440224,True,2.591293e+00
ss,27,1.1,1.0,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.612875,True,2.571168e+00
ss,125,1.0,1.0,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.495558,True,2.555824e+00
ff,125,0.9,1.0,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.412787,True,2.633509e+00
sf,-40,1.0,1.0,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.636078,True,2.626268e+00
ff,-40,0.9,1.0,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.529833,True,2.716257e+00
fs,125,1.0,1.0,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.46344,True,2.603704e+00
sf,125,1.0,1.0,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.481119,True,2.560957e+00
sf,27,1.1,1.0,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.600198,True,2.574378e+00
ss,125,1.1,1.0,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.520849,True,2.541542e+00
ss,27,1.0,1.0,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.582174,True,2.591948e+00
fs,27,0.9,1.0,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.497579,True,2.660588e+00
sf,27,0.9,1.0,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.512018,True,2.650712e+00
ff,27,0.9,1.0,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.485297,True,2.676324e+00
ss,-40,1.0,1.0,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.646568,True,2.615867e+00
tt,27,1.0,1.0,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.556927,True,2.615204e+00
ff,27,1.0,1.0,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.538851,True,2.637291e+00
sf,-40,0.9,1.0,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,1.934908e-11,False,-
sf,27,1.0,1.0,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.570029,True,2.598362e+00
fs,-40,1.1,1.0,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.645866,True,2.621989e+00
fs,27,1.1,1.0,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.582071,True,2.609680e+00
fs,125,1.1,1.0,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.489737,True,2.590295e+00
tt,27,0.9,1.0,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.502145,True,2.657159e+00
ss,125,0.9,1.0,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.452147,True,2.582266e+00
tt,125,1.0,1.0,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.46999,True,2.582045e+00
ff,-40,1.1,1.0,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.636505,True,2.632291e+00
sf,-40,1.1,1.0,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.667677,True,2.592875e+00
tt,27,1.1,1.0,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.587138,True,2.594258e+00
ff,27,1.1,1.0,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.570862,True,2.614420e+00
tt,125,1.1,1.0,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.4952,True,2.566754e+00
ss,-40,1.1,1.0,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.678864,True,2.585544e+00
fs,-40,1.0,1.0,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.607894,True,2.646380e+00
fs,27,1.0,1.0,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.550862,True,2.628343e+00
ff,125,1.1,1.0,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.477018,True,2.592718e+00
fs,125,1.1,1.1,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.508755,True,2.608848e+00
sf,125,1.0,1.1,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.503063,True,2.585289e+00
sf,-40,0.9,1.1,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,1.658229e-11,False,-
ff,125,0.9,1.1,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.4279,True,2.655479e+00
ff,-40,1.1,1.1,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.665202,True,2.659399e+00
sf,-40,1.0,1.1,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.660464,True,2.657504e+00
sf,27,0.9,1.1,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.528104,True,2.675125e+00
ff,27,0.9,1.1,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.498185,True,2.697793e+00
ff,27,1.0,1.1,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.56042,True,2.661175e+00
sf,27,1.0,1.1,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.593339,True,2.625525e+00
ss,125,0.9,1.1,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.46416,True,2.601401e+00
tt,27,1.1,1.1,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.611249,True,2.616193e+00
ff,-40,0.9,1.1,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.540725,True,2.735456e+00
sf,-40,1.1,1.1,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.697108,True,2.624100e+00
tt,-40,1.0,1.1,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.636642,True,2.660949e+00
ff,-40,1.0,1.1,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.620279,True,2.686049e+00
tt,-40,1.1,1.1,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.680272,True,2.634226e+00
ss,-40,1.1,1.1,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.704531,True,2.608483e+00
sf,125,0.9,1.1,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.455771,True,2.615719e+00
ss,125,1.0,1.1,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.513223,True,2.575041e+00
sf,27,1.1,1.1,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.627829,True,2.602766e+00
ff,27,1.1,1.1,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.597155,True,2.639332e+00
ff,125,1.0,1.1,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.470763,True,2.631269e+00
ss,27,0.9,1.1,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.533107,True,2.655382e+00
ss,-40,0.9,1.1,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.288381e-11,False,-
ff,125,1.1,1.1,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.500703,True,2.614892e+00
tt,125,1.0,1.1,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.488782,True,2.602145e+00
tt,125,1.1,1.1,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.516782,True,2.587958e+00
ss,27,1.1,1.1,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.636059,True,2.591311e+00
fs,27,1.0,1.1,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.568106,True,2.644729e+00
tt,27,1.0,1.1,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.576817,True,2.636652e+00
sf,125,1.1,1.1,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.530003,True,2.568780e+00
fs,125,1.0,1.1,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.479807,True,2.621053e+00
tt,125,0.9,1.1,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.44517,True,2.626588e+00
fs,-40,0.9,1.1,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.545803,True,2.704569e+00
fs,125,0.9,1.1,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.437833,True,2.639694e+00
fs,-40,1.0,1.1,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.625002,True,2.663039e+00
tt,27,0.9,1.1,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.51403,True,2.676073e+00
fs,27,1.1,1.1,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.603483,True,2.627469e+00
ss,-40,1.0,1.1,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.664511,True,2.637658e+00
tt,-40,0.9,1.1,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.557993,True,2.713896e+00
ss,27,1.0,1.1,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.601166,True,2.611841e+00
fs,27,0.9,1.1,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.507017,True,2.675404e+00
fs,-40,1.1,1.1,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.669569,True,2.640971e+00
ss,125,1.1,1.1,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.541145,True,2.560715e+00
sf,27,1.1,1.2,1.185882,1.185882,2.371764,True,True,True,0.7590522,0.7590522,1.648749,True,2.622921e+00
fs,-40,1.0,1.2,1.057974,1.057974,2.115938,True,True,True,0.8324907,0.8324907,1.634215,True,2.671525e+00
tt,-40,1.0,1.2,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.648449,True,2.673680e+00
fs,27,1.1,1.2,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.618203,True,2.638629e+00
ss,-40,0.9,1.2,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,1.392841e-11,False,-
ff,-40,1.1,1.2,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.68492,True,2.677148e+00
tt,27,1.0,1.2,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.58992,True,2.650053e+00
tt,27,0.9,1.2,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.521039,True,2.686170e+00
sf,-40,1.1,1.2,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.719574,True,2.646427e+00
fs,27,1.0,1.2,1.175303,1.175303,2.350605,True,True,True,0.8052501,0.8052501,1.57895,True,2.654236e+00
tt,27,1.1,1.2,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.628109,True,2.631287e+00
sf,27,1.0,1.2,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.609611,True,2.644665e+00
fs,-40,1.1,1.2,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.684207,True,2.651644e+00
ff,27,1.0,1.2,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.575142,True,2.675322e+00
tt,125,0.9,1.2,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.454203,True,2.640029e+00
ss,-40,1.0,1.2,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.675826,True,2.649555e+00
ff,27,0.9,1.2,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.505745,True,2.709699e+00
ss,125,0.9,1.2,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.472237,True,2.613841e+00
fs,27,0.9,1.2,0.9719477,0.9719477,1.943895,True,True,False,0.7924447,0.7924447,1.512185,True,2.683304e+00
ss,125,1.1,1.2,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.556393,True,2.575188e+00
ff,27,1.1,1.2,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.616271,True,2.656500e+00
ff,-40,1.0,1.2,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.633483,True,2.700434e+00
sf,27,0.9,1.2,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.536614,True,2.689481e+00
ss,27,0.9,1.2,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.539577,True,2.664317e+00
ff,125,1.0,1.2,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.485937,True,2.647457e+00
sf,125,1.0,1.2,1.195465,1.195465,2.390921,True,True,True,0.7169963,0.7169963,1.519543,True,2.603554e+00
fs,125,1.1,1.2,1.272692,1.272692,2.545378,True,True,True,0.7697053,0.7697053,1.522818,True,2.620939e+00
sf,-40,0.9,1.2,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,7.969092e-11,False,-
tt,125,1.1,1.2,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.53316,True,2.603289e+00
fs,125,1.0,1.2,1.232606,1.232606,2.465205,True,True,True,0.766933,0.766933,1.491396,True,2.632703e+00
ss,125,1.0,1.2,1.186026,1.186026,2.372045,True,True,True,0.7566209,0.7566209,1.526001,True,2.588608e+00
sf,125,1.1,1.2,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.549272,True,2.587898e+00
sf,125,0.9,1.2,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.466579,True,2.632902e+00
ff,125,1.1,1.2,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.519027,True,2.632572e+00
ff,-40,0.9,1.2,0.483078,0.483078,0.9661559,True,True,False,0.7615171,0.7615171,1.546518,True,2.743620e+00
ff,125,0.9,1.2,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.438174,True,2.670359e+00
tt,-40,0.9,1.2,0.2189989,0.2189989,0.4379977,True,True,False,0.7378738,0.7378738,1.564364,True,2.720663e+00
sf,-40,1.0,1.2,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.676364,True,2.676222e+00
tt,125,1.0,1.2,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.502492,True,2.616439e+00
ss,-40,1.1,1.2,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.722112,True,2.623418e+00
ss,27,1.1,1.2,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.652523,True,2.605605e+00
tt,-40,1.1,1.2,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.698077,True,2.649993e+00
fs,125,0.9,1.2,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.445438,True,2.650658e+00
ss,27,1.0,1.2,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.613226,True,2.624779e+00
fs,-40,0.9,1.2,0.4990393,0.4990393,0.9978536,True,True,False,0.7933683,0.7933683,1.5493,True,2.709446e+00
ss,-40,1.0,1.3,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.683787,True,2.654349e+00
ss,125,0.9,1.3,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.477232,True,2.621393e+00
ff,125,1.0,1.3,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.4962,True,2.658175e+00
ss,27,1.1,1.3,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.662506,True,2.613854e+00
tt,125,1.0,1.3,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.51157,True,2.626007e+00
tt,27,0.9,1.3,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.524274,True,2.691441e+00
tt,125,0.9,1.3,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.459794,True,2.648161e+00
sf,-40,0.9,1.3,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,2.429223e-11,False,-
ff,27,1.0,1.3,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.583606,True,2.684244e+00
ff,125,1.1,1.3,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.531768,True,2.644260e+00
tt,27,1.1,1.3,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.639234,True,2.640511e+00
