process,temp,supply,control,I_left (mA),I_right (mA),I_tail (mA),nmos_sat_check,pmos_sat_check,tail_sat_check,vn,vp,vdiff_max,Oscillation Status,freq (GHZ)
fs,27,1.1,1.8,1.230925,1.230925,2.461848,True,True,True,0.808494,0.808494,1.635005,True,2.651850e+00
sf,125,1.1,1.8,1.24632,1.24632,2.492636,True,True,True,0.7202081,0.7202081,1.583126,True,2.620919e+00
fs,125,0.9,1.8,1.180751,1.180751,2.361495,True,True,True,0.7632574,0.7632574,1.455588,True,2.664888e+00
sf,125,0.9,1.8,1.021339,1.021339,2.042674,True,True,False,0.705148,0.705148,1.482611,True,2.657537e+00
tt,27,0.9,1.8,0.6994181,0.6994181,1.398836,True,True,False,0.7479448,0.7479448,1.527805,True,2.696898e+00
ff,27,0.9,1.8,0.9754317,0.9754317,1.950862,True,True,False,0.7558161,0.7558161,1.51305,True,2.721424e+00
sf,27,1.0,1.8,0.9390293,0.9390293,1.878059,True,True,False,0.7457036,0.7457036,1.629333,True,2.666804e+00
ss,27,0.9,1.8,0.4147718,0.4147718,0.8295435,True,True,False,0.7361453,0.7361453,1.545427,True,2.674254e+00
tt,27,1.0,1.8,1.122495,1.122495,2.244987,True,True,True,0.7756851,0.7756851,1.604384,True,2.665023e+00
ss,-40,1.1,1.8,0.9978797,0.9978797,1.99576,True,True,False,0.8212403,0.8212403,1.738859,True,2.637083e+00
ss,27,1.0,1.8,0.9206433,0.9206433,1.841287,True,True,False,0.7817361,0.7817361,1.626677,True,2.638936e+00
tt,27,1.1,1.8,1.213492,1.213492,2.426984,True,True,True,0.7805992,0.7805992,1.649862,True,2.649769e+00
ss,-40,1.0,1.8,0.4236767,0.4236767,0.8473517,True,True,False,0.778928,0.778928,1.687529,True,2.659451e+00
tt,125,0.9,1.8,1.141314,1.141314,2.282625,True,True,True,0.7339711,0.7339711,1.466681,True,2.659094e+00
ss,-40,0.9,1.8,0.07554612,0.07554612,0.1510923,True,True,False,0.7120383,0.7120383,9.838019e-12,False,-
tt,-40,1.1,1.8,1.158893,1.158893,2.317785,True,True,True,0.8103894,0.8103894,1.715136,True,2.664760e+00
tt,125,1.0,1.8,1.217627,1.217627,2.435232,True,True,True,0.7391138,0.7391138,1.523547,True,2.638440e+00
ff,125,1.1,1.8,1.278785,1.278785,2.557555,True,True,True,0.7301406,0.7301406,1.54981,True,2.660077e+00
tt,125,1.1,1.8,1.261088,1.261088,2.522138,True,True,True,0.7419397,0.7419397,1.560083,True,2.627243e+00
ff,125,1.0,1.8,1.237887,1.237887,2.47576,True,True,True,0.7276061,0.7276061,1.509815,True,2.671273e+00
ff,125,0.9,1.8,1.184703,1.184703,2.369395,True,True,True,0.7242147,0.7242147,1.452381,True,2.690665e+00
ss,27,1.1,1.8,1.183128,1.183128,2.366249,True,True,True,0.7981649,0.7981649,1.672692,True,2.622797e+00
sf,-40,0.9,1.8,0.07093729,0.07093729,0.1418746,True,True,False,0.6870868,0.6870868,3.778933e-11,False,-
fs,-40,1.1,1.8,1.194503,1.194503,2.388881,True,True,True,0.8397009,0.8397009,1.696732,True,2.661692e+00
ff,27,1.1,1.8,1.229495,1.229495,2.458985,True,True,True,0.7692108,0.7692108,1.640794,True,2.677084e+00
tt,-40,1.0,1.8,0.7738689,0.7738689,1.547736,True,True,False,0.7902247,0.7902247,1.65788,True,2.684387e+00
sf,-40,1.0,1.8,0.4279576,0.4279576,0.8559149,True,True,False,0.7487928,0.7487928,1.691297,True,2.691876e+00
ff,27,1.0,1.8,1.173161,1.173161,2.346316,True,True,True,0.7664344,0.7664344,1.591602,True,2.692309e+00
sf,-40,1.1,1.8,1.013805,1.013805,2.027609,True,True,False,0.7845623,0.7845623,1.744738,True,2.668747e+00
sf,27,0.9,1.8,0.423773,0.423773,0.84754,True,True,False,0.704714,0.704714,1.547277,True,2.703807e+00
ss,125,0.9,1.8,1.0022,1.0022,2.004396,True,True,False,0.7428741,0.7428741,1.483414,True,2.631088e+00
ff,-40,1.1,1.8,1.187289,1.187289,2.374579,True,True,True,0.8000122,0.8000122,1.704402,True,2.693328e+00
ff,-40,1.0,1.8,1.055924,1.055924,2.111848,True,True,True,0.7945246,0.7945246,1.64385,True,2.712214e+00
ss,125,1.1,1.8,1.240173,1.240173,2.480338,True,True,True,0.7603875,0.7603875,1.581434,True,2.597754e+00
