 0.00000000e+00  1.80000000e+00  0.00000000e+00 
 1.00000000e+06 -9.00134943e-01 -2.82756188e-04 
 2.00000000e+06  6.00160249e-05  3.67999386e-08 
 3.00000000e+06  2.25045627e-05  2.13495926e-08 
 4.00000000e+06  1.20033884e-05  1.51683230e-08 
 5.00000000e+06  7.50106661e-06  1.19530721e-08 
 6.00000000e+06  5.14418798e-06  9.36954360e-09 
 7.00000000e+06  3.75016178e-06  8.32709789e-09 
 8.00000000e+06  2.85845792e-06  7.33948035e-09 
 9.00000000e+06  2.24968309e-06  5.95910602e-09 
 1.00000000e+07  1.81920565e-06  6.33644602e-09 
 1.10000000e+07  1.50019726e-06  4.67026194e-09 
 1.20000000e+07  1.25915379e-06  5.19597459e-09 
 1.30000000e+07  1.07074995e-06  3.68862607e-09 
 1.40000000e+07  9.24090674e-07  4.95518574e-09 
 1.50000000e+07  8.03262131e-07  3.03736974e-09 
 1.60000000e+07  7.05908162e-07  3.92050570e-09 
 1.70000000e+07  6.25324666e-07  2.95699880e-09 
 1.80000000e+07  5.57503421e-07  3.73694616e-09 
 1.90000000e+07  5.00093724e-07  2.40878044e-09 
 2.00000000e+07  4.51140150e-07  3.53493984e-09 
 2.10000000e+07  4.08600920e-07  1.66903092e-09 
 2.20000000e+07  3.73535798e-07  3.24079695e-09 
 2.30000000e+07  3.40555086e-07  2.87529148e-09 
 2.40000000e+07  3.13183706e-07  1.96765688e-09 
 2.50000000e+07  2.88978753e-07  2.34169949e-09 
 2.60000000e+07  2.66190603e-07  1.91465238e-09 
 2.70000000e+07  2.47426250e-07  2.07021718e-09 
 2.80000000e+07  2.29697812e-07  1.89875944e-09 
 2.90000000e+07  2.14344133e-07  2.47022348e-09 
 3.00000000e+07  2.00708891e-07  1.47194178e-09 
 3.10000000e+07  1.87139140e-07  1.99519321e-09 
 3.20000000e+07  1.76242973e-07  1.74132318e-09 
 3.30000000e+07  1.64949755e-07  2.00903593e-09 
 3.40000000e+07  1.56191529e-07  1.25643072e-09 
 3.50000000e+07  1.47194648e-07  1.45109335e-09 
 3.60000000e+07  1.38685067e-07  2.19774089e-09 
 3.70000000e+07  1.32281105e-07  1.37978826e-09 
 3.80000000e+07  1.23760580e-07  1.15709695e-09 
 3.90000000e+07  1.19414305e-07  1.40752206e-09 
 4.00000000e+07  1.11876978e-07  1.38213240e-09 
 4.10000000e+07  1.07333762e-07  2.24523236e-09 
 4.20000000e+07  1.02234944e-07  6.92978578e-10 
 4.30000000e+07  9.74844056e-08  9.40474620e-10 
 4.40000000e+07  9.30182309e-08  1.94990661e-09 
 4.50000000e+07  8.82887656e-08  7.49531970e-10 
 4.60000000e+07  8.57741552e-08  1.67357051e-09 
 4.70000000e+07  8.17559815e-08  4.59702870e-10 
 4.80000000e+07  7.73684549e-08  2.31836130e-09 
 4.90000000e+07  7.55203098e-08 -8.85959491e-12 
 5.00000000e+07  7.20811124e-08  1.70159783e-09 
 5.10000000e+07  6.89747595e-08  1.61925203e-09 
 5.20000000e+07  6.66112174e-08  3.38014685e-10 
 5.30000000e+07  6.44504446e-08  1.08472143e-09 
 5.40000000e+07  6.10042412e-08  1.50107483e-09 
 5.50000000e+07  6.05146461e-08  7.72997707e-10 
 5.60000000e+07  5.65026216e-08  1.19358293e-09 
 5.70000000e+07  5.63257520e-08  5.06226594e-10 
 5.80000000e+07  5.25112435e-08  1.28969889e-09 
 5.90000000e+07  5.23060802e-08  1.05429559e-09 
 6.00000000e+07  4.98004187e-08  1.06458042e-09 
 6.10000000e+07  4.86725443e-08  3.51784985e-10 
 6.20000000e+07  4.65061015e-08  1.64236436e-09 
 6.30000000e+07  4.58192342e-08  3.42784993e-10 
 6.40000000e+07  4.39978507e-08  1.06858397e-09 
 6.50000000e+07  4.18165459e-08  1.17887204e-09 
 6.60000000e+07  4.21072228e-08  4.52944785e-10 
 6.70000000e+07  3.94802134e-08  1.14313605e-09 
 6.80000000e+07  3.93701285e-08 -2.36844981e-11 
 6.90000000e+07  3.77072206e-08  1.72793982e-09 
 7.00000000e+07  3.67029814e-08  8.07671283e-10 
 7.10000000e+07  3.57754663e-08  4.14656807e-10 
