 time       v(up)      v(dn)      v(FB)      v(REF)    
 9.509e-08  4.853e-07  4.853e-07  0.000e+00  0.000e+00 
 9.510e-08  4.903e-07  4.903e-07  0.000e+00  0.000e+00 
 9.511e-08  4.854e-07  4.854e-07  0.000e+00  0.000e+00 
 9.512e-08  4.902e-07  4.902e-07  0.000e+00  0.000e+00 
 9.513e-08  4.854e-07  4.854e-07  0.000e+00  0.000e+00 
 9.514e-08  4.902e-07  4.902e-07  0.000e+00  0.000e+00 
 9.515e-08  4.854e-07  4.854e-07  0.000e+00  0.000e+00 
 9.516e-08  4.901e-07  4.901e-07  0.000e+00  0.000e+00 
 9.517e-08  4.855e-07  4.855e-07  0.000e+00  0.000e+00 
 9.518e-08  4.901e-07  4.901e-07  0.000e+00  0.000e+00 
 9.519e-08  4.855e-07  4.855e-07  0.000e+00  0.000e+00 
 9.520e-08  4.900e-07  4.900e-07  0.000e+00  0.000e+00 
 9.521e-08  4.856e-07  4.856e-07  0.000e+00  0.000e+00 
 9.522e-08  4.900e-07  4.900e-07  0.000e+00  0.000e+00 
 9.523e-08  4.856e-07  4.856e-07  0.000e+00  0.000e+00 
 9.524e-08  4.900e-07  4.900e-07  0.000e+00  0.000e+00 
 9.525e-08  4.857e-07  4.857e-07  0.000e+00  0.000e+00 
 9.526e-08  4.899e-07  4.899e-07  0.000e+00  0.000e+00 
 9.527e-08  4.857e-07  4.857e-07  0.000e+00  0.000e+00 
 9.528e-08  4.899e-07  4.899e-07  0.000e+00  0.000e+00 
 9.529e-08  4.858e-07  4.858e-07  0.000e+00  0.000e+00 
 9.530e-08  4.898e-07  4.898e-07  0.000e+00  0.000e+00 
 9.531e-08  4.858e-07  4.858e-07  0.000e+00  0.000e+00 
 9.532e-08  4.898e-07  4.898e-07  0.000e+00  0.000e+00 
 9.533e-08  4.859e-07  4.859e-07  0.000e+00  0.000e+00 
 9.534e-08  4.897e-07  4.897e-07  0.000e+00  0.000e+00 
 9.535e-08  4.859e-07  4.859e-07  0.000e+00  0.000e+00 
 9.536e-08  4.897e-07  4.897e-07  0.000e+00  0.000e+00 
 9.537e-08  4.860e-07  4.860e-07  0.000e+00  0.000e+00 
 9.538e-08  4.896e-07  4.896e-07  0.000e+00  0.000e+00 
 9.539e-08  4.860e-07  4.860e-07  0.000e+00  0.000e+00 
 9.540e-08  4.896e-07  4.896e-07  0.000e+00  0.000e+00 
 9.541e-08  4.860e-07  4.860e-07  0.000e+00  0.000e+00 
 9.542e-08  4.896e-07  4.896e-07  0.000e+00  0.000e+00 
 9.543e-08  4.861e-07  4.861e-07  0.000e+00  0.000e+00 
 9.544e-08  4.895e-07  4.895e-07  0.000e+00  0.000e+00 
 9.545e-08  4.861e-07  4.861e-07  0.000e+00  0.000e+00 
 9.546e-08  4.895e-07  4.895e-07  0.000e+00  0.000e+00 
 9.547e-08  4.862e-07  4.862e-07  0.000e+00  0.000e+00 
 9.548e-08  4.894e-07  4.894e-07  0.000e+00  0.000e+00 
 9.549e-08  4.862e-07  4.862e-07  0.000e+00  0.000e+00 
 9.550e-08  4.894e-07  4.894e-07  0.000e+00  0.000e+00 
 9.551e-08  4.863e-07  4.863e-07  0.000e+00  0.000e+00 
 9.552e-08  4.893e-07  4.893e-07  0.000e+00  0.000e+00 
 9.553e-08  4.863e-07  4.863e-07  0.000e+00  0.000e+00 
 9.554e-08  4.893e-07  4.893e-07  0.000e+00  0.000e+00 
 9.555e-08  4.863e-07  4.863e-07  0.000e+00  0.000e+00 
 9.556e-08  4.892e-07  4.892e-07  0.000e+00  0.000e+00 
 9.557e-08  4.864e-07  4.864e-07  0.000e+00  0.000e+00 
 9.558e-08  4.892e-07  4.892e-07  0.000e+00  0.000e+00 
 9.559e-08  4.864e-07  4.864e-07  0.000e+00  0.000e+00 
 9.560e-08  4.892e-07  4.892e-07  0.000e+00  0.000e+00 
 9.561e-08  4.865e-07  4.865e-07  0.000e+00  0.000e+00 
 9.562e-08  4.891e-07  4.891e-07  0.000e+00  0.000e+00 
 9.563e-08  4.865e-07  4.865e-07  0.000e+00  0.000e+00 
 9.564e-08  4.891e-07  4.891e-07  0.000e+00  0.000e+00 
 9.565e-08  4.866e-07  4.866e-07  0.000e+00  0.000e+00 
 9.566e-08  4.890e-07  4.890e-07  0.000e+00  0.000e+00 
 9.567e-08  4.866e-07  4.866e-07  0.000e+00  0.000e+00 
 9.568e-08  4.890e-07  4.890e-07  0.000e+00  0.000e+00 
 9.569e-08  4.866e-07  4.866e-07  0.000e+00  0.000e+00 
 9.570e-08  4.890e-07  4.890e-07  0.000e+00  0.000e+00 
 9.571e-08  4.867e-07  4.867e-07  0.000e+00  0.000e+00 
 9.572e-08  4.889e-07  4.889e-07  0.000e+00  0.000e+00 
 9.573e-08  4.867e-07  4.867e-07  0.000e+00  0.000e+00 
 9.574e-08  4.889e-07  4.889e-07  0.000e+00  0.000e+00 
 9.575e-08  4.868e-07  4.868e-07  0.000e+00  0.000e+00 
 9.576e-08  4.888e-07  4.888e-07  0.000e+00  0.000e+00 
 9.577e-08  4.868e-07  4.868e-07  0.000e+00  0.000e+00 
 9.578e-08  4.888e-07  4.888e-07  0.000e+00  0.000e+00 
 9.579e-08  4.869e-07  4.869e-07  0.000e+00  0.000e+00 
 9.580e-08  4.887e-07  4.887e-07  0.000e+00  0.000e+00 
 9.581e-08  4.869e-07  4.869e-07  0.000e+00  0.000e+00 
 9.582e-08  4.887e-07  4.887e-07  0.000e+00  0.000e+00 
 9.583e-08  4.869e-07  4.869e-07  0.000e+00  0.000e+00 
 9.584e-08  4.887e-07  4.887e-07  0.000e+00  0.000e+00 
 9.585e-08  4.870e-07  4.870e-07  0.000e+00  0.000e+00 
 9.586e-08  4.886e-07  4.886e-07  0.000e+00  0.000e+00 
 9.587e-08  4.870e-07  4.870e-07  0.000e+00  0.000e+00 
 9.588e-08  4.886e-07  4.886e-07  0.000e+00  0.000e+00 
 9.589e-08  4.871e-07  4.871e-07  0.000e+00  0.000e+00 
 9.590e-08  4.885e-07  4.885e-07  0.000e+00  0.000e+00 
 9.591e-08  4.871e-07  4.871e-07  0.000e+00  0.000e+00 
 9.592e-08  4.885e-07  4.885e-07  0.000e+00  0.000e+00 
 9.593e-08  4.871e-07  4.871e-07  0.000e+00  0.000e+00 
 9.594e-08  4.885e-07  4.885e-07  0.000e+00  0.000e+00 
 9.595e-08  4.872e-07  4.872e-07  0.000e+00  0.000e+00 
 9.596e-08  4.884e-07  4.884e-07  0.000e+00  0.000e+00 
 9.597e-08  4.872e-07  4.872e-07  0.000e+00  0.000e+00 
 9.598e-08  4.884e-07  4.884e-07  0.000e+00  0.000e+00 
 9.599e-08  4.873e-07  4.873e-07  0.000e+00  0.000e+00 
 9.600e-08  4.883e-07  4.883e-07  0.000e+00  0.000e+00 
 9.601e-08  4.873e-07  4.873e-07  0.000e+00  0.000e+00 
 9.602e-08  4.883e-07  4.883e-07  0.000e+00  0.000e+00 
 9.603e-08  4.873e-07  4.873e-07  0.000e+00  0.000e+00 
 9.604e-08  4.883e-07  4.883e-07  0.000e+00  0.000e+00 
 9.605e-08  4.874e-07  4.874e-07  0.000e+00  0.000e+00 
 9.606e-08  4.882e-07  4.882e-07  0.000e+00  0.000e+00 
 9.607e-08  4.874e-07  4.874e-07  0.000e+00  0.000e+00 
 9.608e-08  4.882e-07  4.882e-07  0.000e+00  0.000e+00 
 9.609e-08  4.875e-07  4.875e-07  0.000e+00  0.000e+00 
 9.610e-08  4.881e-07  4.881e-07  0.000e+00  0.000e+00 
 9.611e-08  4.875e-07  4.875e-07  0.000e+00  0.000e+00 
 9.612e-08  4.881e-07  4.881e-07  0.000e+00  0.000e+00 
 9.613e-08  4.875e-07  4.875e-07  0.000e+00  0.000e+00 
 9.614e-08  4.881e-07  4.881e-07  0.000e+00  0.000e+00 
 9.615e-08  4.876e-07  4.876e-07  0.000e+00  0.000e+00 
 9.616e-08  4.880e-07  4.880e-07  0.000e+00  0.000e+00 
 9.617e-08  4.876e-07  4.876e-07  0.000e+00  0.000e+00 
 9.618e-08  4.880e-07  4.880e-07  0.000e+00  0.000e+00 
 9.619e-08  4.877e-07  4.877e-07  0.000e+00  0.000e+00 
 9.620e-08  4.880e-07  4.880e-07  0.000e+00  0.000e+00 
 9.621e-08  4.877e-07  4.877e-07  0.000e+00  0.000e+00 
 9.622e-08  4.879e-07  4.879e-07  0.000e+00  0.000e+00 
 9.623e-08  4.877e-07  4.877e-07  0.000e+00  0.000e+00 
 9.624e-08  4.879e-07  4.879e-07  0.000e+00  0.000e+00 
 9.625e-08  4.878e-07  4.878e-07  0.000e+00  0.000e+00 
 9.626e-08  4.878e-07  4.878e-07  0.000e+00  0.000e+00 
 9.627e-08  4.878e-07  4.878e-07  0.000e+00  0.000e+00 
 9.628e-08  4.878e-07  4.878e-07  0.000e+00  0.000e+00 
 9.629e-08  4.878e-07  4.878e-07  0.000e+00  0.000e+00 
 9.630e-08  4.878e-07  4.878e-07  0.000e+00  0.000e+00 
 9.631e-08  4.879e-07  4.879e-07  0.000e+00  0.000e+00 
 9.632e-08  4.877e-07  4.877e-07  0.000e+00  0.000e+00 
 9.633e-08  4.879e-07  4.879e-07  0.000e+00  0.000e+00 
 9.634e-08  4.877e-07  4.877e-07  0.000e+00  0.000e+00 
 9.635e-08  4.880e-07  4.880e-07  0.000e+00  0.000e+00 
 9.636e-08  4.876e-07  4.876e-07  0.000e+00  0.000e+00 
 9.637e-08  4.880e-07  4.880e-07  0.000e+00  0.000e+00 
 9.638e-08  4.876e-07  4.876e-07  0.000e+00  0.000e+00 
 9.639e-08  4.880e-07  4.880e-07  0.000e+00  0.000e+00 
 9.640e-08  4.876e-07  4.876e-07  0.000e+00  0.000e+00 
 9.641e-08  4.881e-07  4.881e-07  0.000e+00  0.000e+00 
 9.642e-08  4.875e-07  4.875e-07  0.000e+00  0.000e+00 
 9.643e-08  4.881e-07  4.881e-07  0.000e+00  0.000e+00 
 9.644e-08  4.875e-07  4.875e-07  0.000e+00  0.000e+00 
 9.645e-08  4.881e-07  4.881e-07  0.000e+00  0.000e+00 
 9.646e-08  4.875e-07  4.875e-07  0.000e+00  0.000e+00 
 9.647e-08  4.882e-07  4.882e-07  0.000e+00  0.000e+00 
 9.648e-08  4.874e-07  4.874e-07  0.000e+00  0.000e+00 
 9.649e-08  4.882e-07  4.882e-07  0.000e+00  0.000e+00 
 9.650e-08  4.874e-07  4.874e-07  0.000e+00  0.000e+00 
 9.651e-08  4.882e-07  4.882e-07  0.000e+00  0.000e+00 
 9.652e-08  4.874e-07  4.874e-07  0.000e+00  0.000e+00 
 9.653e-08  4.883e-07  4.883e-07  0.000e+00  0.000e+00 
 9.654e-08  4.873e-07  4.873e-07  0.000e+00  0.000e+00 
 9.655e-08  4.883e-07  4.883e-07  0.000e+00  0.000e+00 
 9.656e-08  4.873e-07  4.873e-07  0.000e+00  0.000e+00 
 9.657e-08  4.884e-07  4.884e-07  0.000e+00  0.000e+00 
 9.658e-08  4.872e-07  4.872e-07  0.000e+00  0.000e+00 
 9.659e-08  4.884e-07  4.884e-07  0.000e+00  0.000e+00 
 9.660e-08  4.872e-07  4.872e-07  0.000e+00  0.000e+00 
 9.661e-08  4.884e-07  4.884e-07  0.000e+00  0.000e+00 
 9.662e-08  4.872e-07  4.872e-07  0.000e+00  0.000e+00 
 9.663e-08  4.885e-07  4.885e-07  0.000e+00  0.000e+00 
 9.664e-08  4.871e-07  4.871e-07  0.000e+00  0.000e+00 
 9.665e-08  4.885e-07  4.885e-07  0.000e+00  0.000e+00 
 9.666e-08  4.871e-07  4.871e-07  0.000e+00  0.000e+00 
 9.667e-08  4.885e-07  4.885e-07  0.000e+00  0.000e+00 
 9.668e-08  4.871e-07  4.871e-07  0.000e+00  0.000e+00 
 9.669e-08  4.886e-07  4.886e-07  0.000e+00  0.000e+00 
 9.670e-08  4.870e-07  4.870e-07  0.000e+00  0.000e+00 
 9.671e-08  4.886e-07  4.886e-07  0.000e+00  0.000e+00 
 9.672e-08  4.870e-07  4.870e-07  0.000e+00  0.000e+00 
 9.673e-08  4.886e-07  4.886e-07  0.000e+00  0.000e+00 
 9.674e-08  4.870e-07  4.870e-07  0.000e+00  0.000e+00 
 9.675e-08  4.887e-07  4.887e-07  0.000e+00  0.000e+00 
 9.676e-08  4.869e-07  4.869e-07  0.000e+00  0.000e+00 
 9.677e-08  4.887e-07  4.887e-07  0.000e+00  0.000e+00 
 9.678e-08  4.869e-07  4.869e-07  0.000e+00  0.000e+00 
 9.679e-08  4.887e-07  4.887e-07  0.000e+00  0.000e+00 
 9.680e-08  4.869e-07  4.869e-07  0.000e+00  0.000e+00 
 9.681e-08  4.888e-07  4.888e-07  0.000e+00  0.000e+00 
 9.682e-08  4.868e-07  4.868e-07  0.000e+00  0.000e+00 
 9.683e-08  4.888e-07  4.888e-07  0.000e+00  0.000e+00 
 9.684e-08  4.868e-07  4.868e-07  0.000e+00  0.000e+00 
 9.685e-08  4.888e-07  4.888e-07  0.000e+00  0.000e+00 
 9.686e-08  4.868e-07  4.868e-07  0.000e+00  0.000e+00 
 9.687e-08  4.889e-07  4.889e-07  0.000e+00  0.000e+00 
 9.688e-08  4.867e-07  4.867e-07  0.000e+00  0.000e+00 
 9.689e-08  4.889e-07  4.889e-07  0.000e+00  0.000e+00 
 9.690e-08  4.867e-07  4.867e-07  0.000e+00  0.000e+00 
 9.691e-08  4.889e-07  4.889e-07  0.000e+00  0.000e+00 
 9.692e-08  4.867e-07  4.867e-07  0.000e+00  0.000e+00 
 9.693e-08  4.890e-07  4.890e-07  0.000e+00  0.000e+00 
 9.694e-08  4.866e-07  4.866e-07  0.000e+00  0.000e+00 
 9.695e-08  4.890e-07  4.890e-07  0.000e+00  0.000e+00 
 9.696e-08  4.866e-07  4.866e-07  0.000e+00  0.000e+00 
 9.697e-08  4.890e-07  4.890e-07  0.000e+00  0.000e+00 
 9.698e-08  4.866e-07  4.866e-07  0.000e+00  0.000e+00 
 9.699e-08  4.891e-07  4.891e-07  0.000e+00  0.000e+00 
 9.700e-08  4.865e-07  4.865e-07  0.000e+00  0.000e+00 
 9.701e-08  4.891e-07  4.891e-07  0.000e+00  0.000e+00 
 9.702e-08  4.865e-07  4.865e-07  0.000e+00  0.000e+00 
 9.703e-08  4.891e-07  4.891e-07  0.000e+00  0.000e+00 
 9.704e-08  4.865e-07  4.865e-07  0.000e+00  0.000e+00 
 9.705e-08  4.892e-07  4.892e-07  0.000e+00  0.000e+00 
 9.706e-08  4.864e-07  4.864e-07  0.000e+00  0.000e+00 
 9.707e-08  4.892e-07  4.892e-07  0.000e+00  0.000e+00 
 9.708e-08  4.864e-07  4.864e-07  0.000e+00  0.000e+00 
 9.709e-08  4.892e-07  4.892e-07  0.000e+00  0.000e+00 
 9.710e-08  4.864e-07  4.864e-07  0.000e+00  0.000e+00 
 9.711e-08  4.893e-07  4.893e-07  0.000e+00  0.000e+00 
 9.712e-08  4.863e-07  4.863e-07  0.000e+00  0.000e+00 
 9.713e-08  4.893e-07  4.893e-07  0.000e+00  0.000e+00 
 9.714e-08  4.863e-07  4.863e-07  0.000e+00  0.000e+00 
 9.715e-08  4.893e-07  4.893e-07  0.000e+00  0.000e+00 
 9.716e-08  4.863e-07  4.863e-07  0.000e+00  0.000e+00 
 9.717e-08  4.894e-07  4.894e-07  0.000e+00  0.000e+00 
 9.718e-08  4.862e-07  4.862e-07  0.000e+00  0.000e+00 
 9.719e-08  4.894e-07  4.894e-07  0.000e+00  0.000e+00 
 9.720e-08  4.862e-07  4.862e-07  0.000e+00  0.000e+00 
 9.721e-08  4.894e-07  4.894e-07  0.000e+00  0.000e+00 
 9.722e-08  4.862e-07  4.862e-07  0.000e+00  0.000e+00 
 9.723e-08  4.895e-07  4.895e-07  0.000e+00  0.000e+00 
 9.724e-08  4.861e-07  4.861e-07  0.000e+00  0.000e+00 
 9.725e-08  4.895e-07  4.895e-07  0.000e+00  0.000e+00 
 9.726e-08  4.861e-07  4.861e-07  0.000e+00  0.000e+00 
 9.727e-08  4.895e-07  4.895e-07  0.000e+00  0.000e+00 
 9.728e-08  4.861e-07  4.861e-07  0.000e+00  0.000e+00 
 9.729e-08  4.896e-07  4.896e-07  0.000e+00  0.000e+00 
 9.730e-08  4.860e-07  4.860e-07  0.000e+00  0.000e+00 
 9.731e-08  4.896e-07  4.896e-07  0.000e+00  0.000e+00 
 9.732e-08  4.860e-07  4.860e-07  0.000e+00  0.000e+00 
 9.733e-08  4.896e-07  4.896e-07  0.000e+00  0.000e+00 
 9.734e-08  4.860e-07  4.860e-07  0.000e+00  0.000e+00 
 9.735e-08  4.896e-07  4.896e-07  0.000e+00  0.000e+00 
 9.736e-08  4.859e-07  4.859e-07  0.000e+00  0.000e+00 
 9.737e-08  4.897e-07  4.897e-07  0.000e+00  0.000e+00 
 9.738e-08  4.859e-07  4.859e-07  0.000e+00  0.000e+00 
 9.739e-08  4.897e-07  4.897e-07  0.000e+00  0.000e+00 
 9.740e-08  4.859e-07  4.859e-07  0.000e+00  0.000e+00 
 9.741e-08  4.897e-07  4.897e-07  0.000e+00  0.000e+00 
 9.742e-08  4.859e-07  4.859e-07  0.000e+00  0.000e+00 
 9.743e-08  4.898e-07  4.898e-07  0.000e+00  0.000e+00 
 9.744e-08  4.858e-07  4.858e-07  0.000e+00  0.000e+00 
 9.745e-08  4.898e-07  4.898e-07  0.000e+00  0.000e+00 
 9.746e-08  4.858e-07  4.858e-07  0.000e+00  0.000e+00 
 9.747e-08  4.898e-07  4.898e-07  0.000e+00  0.000e+00 
 9.748e-08  4.858e-07  4.858e-07  0.000e+00  0.000e+00 
 9.749e-08  4.899e-07  4.899e-07  0.000e+00  0.000e+00 
 9.750e-08  4.857e-07  4.857e-07  0.000e+00  0.000e+00 
 9.751e-08  4.899e-07  4.899e-07  0.000e+00  0.000e+00 
 9.752e-08  4.857e-07  4.857e-07  0.000e+00  0.000e+00 
 9.753e-08  4.899e-07  4.899e-07  0.000e+00  0.000e+00 
 9.754e-08  4.857e-07  4.857e-07  0.000e+00  0.000e+00 
 9.755e-08  4.899e-07  4.899e-07  0.000e+00  0.000e+00 
 9.756e-08  4.856e-07  4.856e-07  0.000e+00  0.000e+00 
 9.757e-08  4.900e-07  4.900e-07  0.000e+00  0.000e+00 
 9.758e-08  4.856e-07  4.856e-07  0.000e+00  0.000e+00 
 9.759e-08  4.900e-07  4.900e-07  0.000e+00  0.000e+00 
 9.760e-08  4.856e-07  4.856e-07  0.000e+00  0.000e+00 
 9.761e-08  4.900e-07  4.900e-07  0.000e+00  0.000e+00 
 9.762e-08  4.856e-07  4.856e-07  0.000e+00  0.000e+00 
 9.763e-08  4.901e-07  4.901e-07  0.000e+00  0.000e+00 
 9.764e-08  4.855e-07  4.855e-07  0.000e+00  0.000e+00 
 9.765e-08  4.901e-07  4.901e-07  0.000e+00  0.000e+00 
 9.766e-08  4.855e-07  4.855e-07  0.000e+00  0.000e+00 
 9.767e-08  4.901e-07  4.901e-07  0.000e+00  0.000e+00 
 9.768e-08  4.855e-07  4.855e-07  0.000e+00  0.000e+00 
 9.769e-08  4.902e-07  4.902e-07  0.000e+00  0.000e+00 
 9.770e-08  4.854e-07  4.854e-07  0.000e+00  0.000e+00 
 9.771e-08  4.902e-07  4.902e-07  0.000e+00  0.000e+00 
 9.772e-08  4.854e-07  4.854e-07  0.000e+00  0.000e+00 
 9.773e-08  4.902e-07  4.902e-07  0.000e+00  0.000e+00 
 9.774e-08  4.854e-07  4.854e-07  0.000e+00  0.000e+00 
 9.775e-08  4.902e-07  4.902e-07  0.000e+00  0.000e+00 
 9.776e-08  4.853e-07  4.853e-07  0.000e+00  0.000e+00 
 9.777e-08  4.903e-07  4.903e-07  0.000e+00  0.000e+00 
 9.778e-08  4.853e-07  4.853e-07  0.000e+00  0.000e+00 
 9.779e-08  4.903e-07  4.903e-07  0.000e+00  0.000e+00 
 9.780e-08  4.853e-07  4.853e-07  0.000e+00  0.000e+00 
 9.781e-08  4.903e-07  4.903e-07  0.000e+00  0.000e+00 
 9.782e-08  4.853e-07  4.853e-07  0.000e+00  0.000e+00 
 9.783e-08  4.903e-07  4.903e-07  0.000e+00  0.000e+00 
 9.784e-08  4.852e-07  4.852e-07  0.000e+00  0.000e+00 
 9.785e-08  4.904e-07  4.904e-07  0.000e+00  0.000e+00 
 9.786e-08  4.852e-07  4.852e-07  0.000e+00  0.000e+00 
 9.787e-08  4.904e-07  4.904e-07  0.000e+00  0.000e+00 
 9.788e-08  4.852e-07  4.852e-07  0.000e+00  0.000e+00 
 9.789e-08  4.904e-07  4.904e-07  0.000e+00  0.000e+00 
 9.790e-08  4.851e-07  4.851e-07  0.000e+00  0.000e+00 
 9.791e-08  4.905e-07  4.905e-07  0.000e+00  0.000e+00 
 9.792e-08  4.851e-07  4.851e-07  0.000e+00  0.000e+00 
 9.793e-08  4.905e-07  4.905e-07  0.000e+00  0.000e+00 
 9.794e-08  4.851e-07  4.851e-07  0.000e+00  0.000e+00 
 9.795e-08  4.905e-07  4.905e-07  0.000e+00  0.000e+00 
 9.796e-08  4.851e-07  4.851e-07  0.000e+00  0.000e+00 
 9.797e-08  4.905e-07  4.905e-07  0.000e+00  0.000e+00 
 9.798e-08  4.850e-07  4.850e-07  0.000e+00  0.000e+00 
 9.799e-08  4.906e-07  4.906e-07  0.000e+00  0.000e+00 
 9.800e-08  4.850e-07  4.850e-07  0.000e+00  0.000e+00 
 9.801e-08  4.906e-07  4.906e-07  0.000e+00  0.000e+00 
 9.802e-08  4.850e-07  4.850e-07  0.000e+00  0.000e+00 
 9.803e-08  4.906e-07  4.906e-07  0.000e+00  0.000e+00 
 9.804e-08  4.850e-07  4.850e-07  0.000e+00  0.000e+00 
 9.805e-08  4.906e-07  4.907e-07  0.000e+00  0.000e+00 
 9.806e-08  4.849e-07  4.849e-07  0.000e+00  0.000e+00 
 9.807e-08  4.907e-07  4.907e-07  0.000e+00  0.000e+00 
 9.808e-08  4.849e-07  4.849e-07  0.000e+00  0.000e+00 
 9.809e-08  4.907e-07  4.907e-07  0.000e+00  0.000e+00 
 9.810e-08  4.849e-07  4.849e-07  0.000e+00  0.000e+00 
 9.811e-08  4.907e-07  4.907e-07  0.000e+00  0.000e+00 
 9.812e-08  4.848e-07  4.848e-07  0.000e+00  0.000e+00 
 9.813e-08  4.908e-07  4.908e-07  0.000e+00  0.000e+00 
 9.814e-08  4.848e-07  4.848e-07  0.000e+00  0.000e+00 
 9.815e-08  4.908e-07  4.908e-07  0.000e+00  0.000e+00 
 9.816e-08  4.848e-07  4.848e-07  0.000e+00  0.000e+00 
 9.817e-08  4.908e-07  4.908e-07  0.000e+00  0.000e+00 
 9.818e-08  4.848e-07  4.848e-07  0.000e+00  0.000e+00 
 9.819e-08  4.908e-07  4.908e-07  0.000e+00  0.000e+00 
 9.820e-08  4.847e-07  4.847e-07  0.000e+00  0.000e+00 
 9.821e-08  4.909e-07  4.909e-07  0.000e+00  0.000e+00 
 9.822e-08  4.847e-07  4.847e-07  0.000e+00  0.000e+00 
 9.823e-08  4.909e-07  4.909e-07  0.000e+00  0.000e+00 
 9.824e-08  4.847e-07  4.847e-07  0.000e+00  0.000e+00 
 9.825e-08  4.909e-07  4.909e-07  0.000e+00  0.000e+00 
 9.826e-08  4.847e-07  4.847e-07  0.000e+00  0.000e+00 
 9.827e-08  4.909e-07  4.909e-07  0.000e+00  0.000e+00 
 9.828e-08  4.846e-07  4.846e-07  0.000e+00  0.000e+00 
 9.829e-08  4.910e-07  4.910e-07  0.000e+00  0.000e+00 
 9.830e-08  4.846e-07  4.846e-07  0.000e+00  0.000e+00 
 9.831e-08  4.910e-07  4.910e-07  0.000e+00  0.000e+00 
 9.832e-08  4.846e-07  4.846e-07  0.000e+00  0.000e+00 
 9.833e-08  4.910e-07  4.910e-07  0.000e+00  0.000e+00 
 9.834e-08  4.846e-07  4.846e-07  0.000e+00  0.000e+00 
 9.835e-08  4.910e-07  4.910e-07  0.000e+00  0.000e+00 
 9.836e-08  4.845e-07  4.845e-07  0.000e+00  0.000e+00 
 9.837e-08  4.911e-07  4.911e-07  0.000e+00  0.000e+00 
 9.838e-08  4.845e-07  4.845e-07  0.000e+00  0.000e+00 
 9.839e-08  4.911e-07  4.911e-07  0.000e+00  0.000e+00 
 9.840e-08  4.845e-07  4.845e-07  0.000e+00  0.000e+00 
 9.841e-08  4.911e-07  4.911e-07  0.000e+00  0.000e+00 
 9.842e-08  4.845e-07  4.845e-07  0.000e+00  0.000e+00 
 9.843e-08  4.911e-07  4.911e-07  0.000e+00  0.000e+00 
 9.844e-08  4.844e-07  4.844e-07  0.000e+00  0.000e+00 
 9.845e-08  4.912e-07  4.912e-07  0.000e+00  0.000e+00 
 9.846e-08  4.844e-07  4.844e-07  0.000e+00  0.000e+00 
 9.847e-08  4.912e-07  4.912e-07  0.000e+00  0.000e+00 
 9.848e-08  4.844e-07  4.844e-07  0.000e+00  0.000e+00 
 9.849e-08  4.912e-07  4.912e-07  0.000e+00  0.000e+00 
 9.850e-08  4.843e-07  4.843e-07  0.000e+00  0.000e+00 
 9.851e-08  4.912e-07  4.912e-07  0.000e+00  0.000e+00 
 9.852e-08  4.843e-07  4.843e-07  0.000e+00  0.000e+00 
 9.853e-08  4.913e-07  4.913e-07  0.000e+00  0.000e+00 
 9.854e-08  4.843e-07  4.843e-07  0.000e+00  0.000e+00 
 9.855e-08  4.913e-07  4.913e-07  0.000e+00  0.000e+00 
 9.856e-08  4.843e-07  4.843e-07  0.000e+00  0.000e+00 
 9.857e-08  4.913e-07  4.913e-07  0.000e+00  0.000e+00 
 9.858e-08  4.842e-07  4.842e-07  0.000e+00  0.000e+00 
 9.859e-08  4.913e-07  4.913e-07  0.000e+00  0.000e+00 
 9.860e-08  4.842e-07  4.842e-07  0.000e+00  0.000e+00 
 9.861e-08  4.914e-07  4.914e-07  0.000e+00  0.000e+00 
 9.862e-08  4.842e-07  4.842e-07  0.000e+00  0.000e+00 
 9.863e-08  4.914e-07  4.914e-07  0.000e+00  0.000e+00 
 9.864e-08  4.842e-07  4.842e-07  0.000e+00  0.000e+00 
 9.865e-08  4.914e-07  4.914e-07  0.000e+00  0.000e+00 
 9.866e-08  4.841e-07  4.841e-07  0.000e+00  0.000e+00 
 9.867e-08  4.914e-07  4.914e-07  0.000e+00  0.000e+00 
 9.868e-08  4.841e-07  4.841e-07  0.000e+00  0.000e+00 
 9.869e-08  4.915e-07  4.915e-07  0.000e+00  0.000e+00 
 9.870e-08  4.841e-07  4.841e-07  0.000e+00  0.000e+00 
 9.871e-08  4.915e-07  4.915e-07  0.000e+00  0.000e+00 
 9.872e-08  4.841e-07  4.841e-07  0.000e+00  0.000e+00 
 9.873e-08  4.915e-07  4.915e-07  0.000e+00  0.000e+00 
 9.874e-08  4.841e-07  4.841e-07  0.000e+00  0.000e+00 
 9.875e-08  4.915e-07  4.915e-07  0.000e+00  0.000e+00 
 9.876e-08  4.840e-07  4.840e-07  0.000e+00  0.000e+00 
 9.877e-08  4.915e-07  4.915e-07  0.000e+00  0.000e+00 
 9.878e-08  4.840e-07  4.840e-07  0.000e+00  0.000e+00 
 9.879e-08  4.916e-07  4.916e-07  0.000e+00  0.000e+00 
 9.880e-08  4.840e-07  4.840e-07  0.000e+00  0.000e+00 
 9.881e-08  4.916e-07  4.916e-07  0.000e+00  0.000e+00 
 9.882e-08  4.840e-07  4.840e-07  0.000e+00  0.000e+00 
 9.883e-08  4.916e-07  4.916e-07  0.000e+00  0.000e+00 
 9.884e-08  4.839e-07  4.839e-07  0.000e+00  0.000e+00 
 9.885e-08  4.916e-07  4.916e-07  0.000e+00  0.000e+00 
