process,temp,supply,control,corner name,iref
fs,0,0.9,0.9,"fs,0,0.9",1.404295e+00
fs,0,1.0,0.9,"fs,0,1.0",8.522557e+01
fs,10,1.0,0.9,"fs,10,1.0",8.525110e+01
fs,10,1.1,0.9,"fs,10,1.1",8.696141e+01
fs,20,0.9,0.9,"fs,20,0.9",2.223697e+00
fs,30,1.0,0.9,"fs,30,1.0",8.507424e+01
fs,20,1.0,0.9,"fs,20,1.0",6.938676e+01
fs,20,1.1,0.9,"fs,20,1.1",8.693652e+01
fs,30,0.9,0.9,"fs,30,0.9",8.202064e+01
fs,-10,1.0,0.9,"fs,-10,1.0",8.510846e+01
sf,0,0.9,0.9,"sf,0,0.9",5.554511e-01
sf,100,1.1,0.9,"sf,100,1.1",8.932817e+01
sf,100,1.0,0.9,"sf,100,1.0",8.795802e+01
sf,10,0.9,0.9,"sf,10,0.9",7.384291e-01
sf,30,1.1,0.9,"sf,30,1.1",9.084847e+01
sf,0,1.1,0.9,"sf,0,1.1",9.076501e+01
sf,40,1.1,0.9,"sf,40,1.1",9.077664e+01
sf,10,1.1,0.9,"sf,10,1.1",9.084512e+01
sf,50,0.9,0.9,"sf,50,0.9",8.567353e+01
sf,10,1.0,0.9,"sf,10,1.0",8.881654e+01
sf,40,1.0,0.9,"sf,40,1.0",8.948316e+01
sf,60,1.1,0.9,"sf,60,1.1",9.048768e+01
sf,20,1.0,0.9,"sf,20,1.0",8.923396e+01
sf,50,1.1,0.9,"sf,50,1.1",1.134191e+01
sf,30,0.9,0.9,"sf,30,0.9",1.198690e+00
sf,70,1.0,0.9,"sf,70,1.0",8.899667e+01
sf,100,0.9,0.9,"sf,100,0.9",8.610702e+01
sf,20,0.9,0.9,"sf,20,0.9",9.537071e-01
sf,20,1.1,0.9,"sf,20,1.1",9.087170e+01
sf,70,0.9,0.9,"sf,70,0.9",8.654707e+01
sf,70,1.1,0.9,"sf,70,1.1",9.028985e+01
sf,30,1.0,0.9,"sf,30,1.0",8.944267e+01
sf,40,0.9,0.9,"sf,40,0.9",8.475009e+01
sf,60,0.9,0.9,"sf,60,0.9",8.625399e+01
sf,60,1.0,0.9,"sf,60,1.0",8.923255e+01
sf,80,1.1,0.9,"sf,80,1.1",5.932439e+01
sf,80,0.9,0.9,"sf,80,0.9",8.659049e+01
sf,80,1.0,0.9,"sf,80,1.0",8.870290e+01
sf,90,0.9,0.9,"sf,90,0.9",8.642624e+01
sf,90,1.0,0.9,"sf,90,1.0",8.835577e+01
sf,90,1.1,0.9,"sf,90,1.1",8.969006e+01
sf,50,1.0,0.9,"sf,50,1.0",8.940127e+01
tt,120,1.1,0.9,"tt,120,1.1",8.792549e+01
