 1.00000000e+09  6.58760769e+00 
 1.02329299e+09  6.75612233e+00 
 1.04712855e+09  6.92968425e+00 
 1.07151931e+09  7.10849754e+00 
 1.09647820e+09  7.29277811e+00 
 1.12201845e+09  7.48275462e+00 
 1.14815362e+09  7.67866951e+00 
 1.17489755e+09  7.88078006e+00 
 1.20226443e+09  8.08935963e+00 
 1.23026877e+09  8.30469896e+00 
 1.25892541e+09  8.52710768e+00 
 1.28824955e+09  8.75691584e+00 
 1.31825674e+09  8.99447580e+00 
 1.34896288e+09  9.24016411e+00 
 1.38038426e+09  9.49438375e+00 
 1.41253754e+09  9.75756657e+00 
 1.44543977e+09  1.00301760e+01 
 1.47910839e+09  1.03127099e+01 
 1.51356125e+09  1.06057043e+01 
 1.54881662e+09  1.09097368e+01 
 1.58489319e+09  1.12254310e+01 
 1.62181010e+09  1.15534613e+01 
 1.65958691e+09  1.18945582e+01 
 1.69824365e+09  1.22495142e+01 
 1.73780083e+09  1.26191909e+01 
 1.77827941e+09  1.30045268e+01 
 1.81970086e+09  1.34065461e+01 
 1.86208714e+09  1.38263688e+01 
 1.90546072e+09  1.42652223e+01 
 1.94984460e+09  1.47244549e+01 
 1.99526231e+09  1.52055507e+01 
 2.04173794e+09  1.57101481e+01 
 2.08929613e+09  1.62400595e+01 
 2.13796209e+09  1.67972959e+01 
 2.18776162e+09  1.73840948e+01 
 2.23872114e+09  1.80029528e+01 
 2.29086765e+09  1.86566645e+01 
 2.34422882e+09  1.93483685e+01 
 2.39883292e+09  2.00816018e+01 
 2.45470892e+09  2.08603652e+01 
 2.51188643e+09  2.16892017e+01 
 2.57039578e+09  2.25732915e+01 
 2.63026799e+09  2.35185679e+01 
 2.69153480e+09  2.45318582e+01 
 2.75422870e+09  2.56210588e+01 
 2.81838293e+09  2.67953524e+01 
 2.88403150e+09  2.80654796e+01 
 2.95120923e+09  2.94440830e+01 
 3.01995172e+09  3.09461462e+01 
 3.09029543e+09  3.25895588e+01 
 3.16227766e+09  3.43958545e+01 
 3.23593657e+09  3.63911824e+01 
 3.31131121e+09  3.86076080e+01 
 3.38844156e+09  4.10848746e+01 
 3.46736850e+09  4.38728322e+01 
 3.54813389e+09  4.70348418e+01 
 3.63078055e+09  5.06526427e+01 
 3.71535229e+09  5.48334647e+01 
 3.80189396e+09  5.97206755e+01 
 3.89045145e+09  6.55101652e+01 
 3.98107171e+09  7.24763486e+01 
 4.07380278e+09  8.10148972e+01 
 4.16869383e+09  9.17157622e+01 
 4.26579519e+09  1.05493428e+02 
 4.36515832e+09  1.23829725e+02 
 4.46683592e+09  1.49242836e+02 
 4.57088190e+09  1.86183039e+02 
 4.67735141e+09  2.42333148e+02 
 4.78630092e+09  3.26090025e+02 
 4.89778819e+09  4.09877875e+02 
 5.01187234e+09  3.87533017e+02 
 5.12861384e+09  2.94654424e+02 
 5.24807460e+09  2.20677077e+02 
 5.37031796e+09  1.72204257e+02 
 5.49540874e+09  1.39887460e+02 
 5.62341325e+09  1.17275763e+02 
 5.75439937e+09  1.00717643e+02 
 5.88843655e+09  8.81242455e+01 
 6.02559586e+09  7.82461348e+01 
 6.16595002e+09  7.02999824e+01 
 6.30957344e+09  6.37733469e+01 
 6.45654229e+09  5.83183731e+01 
 6.60693448e+09  5.36912933e+01 
 6.76082975e+09  4.97165303e+01 
 6.91830971e+09  4.62645802e+01 
 7.07945784e+09  4.32379225e+01 
 7.24435960e+09  4.05617734e+01 
 7.41310241e+09  3.81778562e+01 
 7.58577575e+09  3.60401041e+01 
 7.76247117e+09  3.41116343e+01 
 7.94328235e+09  3.23625762e+01 
 8.12830516e+09  3.07684859e+01 
 8.31763771e+09  2.93091713e+01 
 8.51138038e+09  2.79678090e+01 
 8.70963590e+09  2.67302717e+01 
 8.91250938e+09  2.55846105e+01 
 9.12010839e+09  2.45206515e+01 
 9.33254301e+09  2.35296789e+01 
 9.54992586e+09  2.26041836e+01 
 9.77237221e+09  2.17376617e+01 
 1.00000000e+10  2.09244519e+01 
