 1.90070490e-08  1.67980462e-14 
 1.90276490e-08  4.91079559e-15 
 1.90482490e-08  1.05943683e-12 
 1.90688490e-08  2.84523228e-15 
 1.90894490e-08  8.69113240e-15 
 1.91100490e-08  2.24832611e-14 
 1.91306490e-08  3.42232088e-14 
 1.91512490e-08  4.46822147e-14 
 1.91718490e-08  5.64952636e-14 
 1.91924490e-08  6.56981632e-14 
 1.92130490e-08  6.26816284e-14 
 1.92336490e-08  5.92915495e-14 
 1.92542490e-08  6.07864887e-14 
 1.92748490e-08  6.24601235e-14 
 1.92954490e-08  6.38093115e-14 
 1.93160490e-08  6.50226752e-14 
 1.93366490e-08  6.59213163e-14 
 1.93572490e-08  6.39704465e-14 
 1.93778490e-08  5.42220906e-14 
 1.93984490e-08  4.11264904e-14 
 1.94190490e-08  2.95783019e-14 
 1.94396490e-08  1.46985741e-14 
 1.94602490e-08  4.04167596e-15 
 1.94808490e-08  1.83938847e-14 
 1.95014490e-08  3.41206087e-15 
 1.95220490e-08  1.10233852e-14 
 1.95426490e-08  2.52015323e-14 
 1.95632490e-08  3.61228195e-14 
 1.95838490e-08  4.68815799e-14 
 1.96044490e-08  5.86823463e-14 
 1.96250490e-08  6.58246564e-14 
 1.96456490e-08  6.11552567e-14 
 1.96662490e-08  5.92250498e-14 
 1.96868490e-08  6.09206812e-14 
 1.97074490e-08  6.25117347e-14 
 1.97280490e-08  6.38166768e-14 
 1.97486490e-08  6.50034033e-14 
 1.97692490e-08  6.56758120e-14 
 1.97898490e-08  6.23619985e-14 
 1.98104490e-08  5.12320607e-14 
 1.98310490e-08  3.85018195e-14 
 1.98516490e-08  2.68001934e-14 
 1.98722490e-08  1.14742884e-14 
 1.98928490e-08  3.18080670e-15 
 1.99134490e-08  2.34606993e-12 
 1.99340490e-08  4.91917825e-15 
 1.99546490e-08  1.59320116e-14 
 1.99752490e-08  3.21763291e-14 
 1.99958490e-08  4.42369870e-14 
 2.00164490e-08  5.71137540e-14 
 2.00300000e-08  6.60512516e-14 
