Process,Temp,Supply,F_input,F_out,N
ss,27.00,1.98,2.38GHz,1.00000e+07,2.38000e+02
ss,27.00,1.98,2.39GHz,9.95833e+06,2.40000e+02
ss,27.00,1.98,2.4GHz,1.00000e+07,2.40000e+02
ss,27.00,1.98,2.41GHz,9.95868e+06,2.42000e+02
ss,27.00,1.98,2.42GHz,1.00000e+07,2.42000e+02
ss,27.00,1.98,2.43GHz,9.95902e+06,2.44000e+02
ss,27.00,1.98,2.44GHz,1.00000e+07,2.44000e+02
ss,27.00,1.98,2.45GHz,9.95934e+06,2.46000e+02
ss,27.00,1.98,2.46GHz,1.00000e+07,2.46000e+02
ss,27.00,1.98,2.47GHz,9.95966e+06,2.48000e+02
ss,27.00,1.98,2.48GHz,1.00000e+07,2.48000e+02
ss,27.00,1.98,2.49GHz,9.95999e+06,2.50000e+02
ss,27.00,1.98,2.5GHz,1.00000e+07,2.50000e+02
ss,27.00,1.98,2.51GHz,9.96032e+06,2.52000e+02
ss,27.00,1.98,2.52GHz,1.00000e+07,2.52000e+02
ss,27.00,1.98,2.53GHz,9.96064e+06,2.54000e+02
ss,27.00,1.98,2.54GHz,1.00000e+07,2.54000e+02
ss,27.00,1.98,2.55GHz,9.96095e+06,2.56000e+02
ff,125.00,1.80,2.2GHz,1.00000e+07,2.20000e+02
ff,125.00,1.80,2.21GHz,1.00000e+07,2.21000e+02
ff,125.00,1.80,2.22GHz,1.00000e+07,2.22000e+02
ff,125.00,1.80,2.23GHz,1.00000e+07,2.23000e+02
ff,125.00,1.80,2.24GHz,1.00000e+07,2.24000e+02
ff,125.00,1.80,2.25GHz,1.00000e+07,2.25000e+02
ff,125.00,1.80,2.26GHz,1.00000e+07,2.26000e+02
ff,125.00,1.80,2.27GHz,1.00000e+07,2.27000e+02
ff,125.00,1.80,2.28GHz,1.00000e+07,2.28000e+02
ff,125.00,1.80,2.29GHz,1.00000e+07,2.29000e+02
ff,125.00,1.80,2.3GHz,1.00000e+07,2.30000e+02
ff,125.00,1.80,2.31GHz,1.00000e+07,2.31000e+02
ff,125.00,1.80,2.32GHz,9.99997e+06,2.32001e+02
ff,125.00,1.80,2.33GHz,1.00000e+07,2.33000e+02
ff,125.00,1.80,2.34GHz,9.99998e+06,2.34001e+02
ff,125.00,1.80,2.35GHz,9.99998e+06,2.35001e+02
ff,125.00,1.80,2.36GHz,1.01749e+07,2.31943e+02
ff,125.00,1.80,2.37GHz,1.01307e+07,2.33943e+02
ff,125.00,1.80,2.38GHz,1.00000e+07,2.38000e+02
ff,125.00,1.80,2.39GHz,1.00444e+07,2.37943e+02
ff,125.00,1.80,2.4GHz,1.00000e+07,2.40000e+02
ff,125.00,1.80,2.41GHz,1.00000e+07,2.41000e+02
ff,125.00,1.80,2.42GHz,1.00000e+07,2.42000e+02
ff,125.00,1.80,2.43GHz,1.00000e+07,2.43000e+02
ff,125.00,1.80,2.44GHz,1.00000e+07,2.44000e+02
ff,125.00,1.80,2.45GHz,1.00000e+07,2.45000e+02
ff,125.00,1.80,2.46GHz,1.00000e+07,2.46000e+02
ff,125.00,1.80,2.47GHz,1.00000e+07,2.47000e+02
ff,125.00,1.80,2.48GHz,1.00000e+07,2.48000e+02
ff,125.00,1.80,2.49GHz,1.00000e+07,2.49000e+02
ff,125.00,1.80,2.5GHz,1.00000e+07,2.50000e+02
ff,125.00,1.80,2.51GHz,1.00000e+07,2.51000e+02
ff,125.00,1.80,2.52GHz,1.00000e+07,2.52000e+02
ff,125.00,1.80,2.53GHz,1.00000e+07,2.53000e+02
ff,125.00,1.80,2.54GHz,1.00000e+07,2.54000e+02
ff,125.00,1.80,2.55GHz,1.00000e+07,2.55000e+02
tt,125.00,1.98,2.2GHz,1.00000e+07,2.20000e+02
tt,125.00,1.98,2.21GHz,1.00000e+07,2.21000e+02
tt,125.00,1.98,2.22GHz,1.00000e+07,2.22000e+02
tt,125.00,1.98,2.23GHz,9.99999e+06,2.23000e+02
tt,125.00,1.98,2.24GHz,1.00000e+07,2.24000e+02
tt,125.00,1.98,2.25GHz,1.00000e+07,2.25000e+02
tt,125.00,1.98,2.26GHz,1.00000e+07,2.26000e+02
tt,125.00,1.98,2.27GHz,1.00000e+07,2.27000e+02
tt,125.00,1.98,2.28GHz,1.00000e+07,2.28000e+02
tt,125.00,1.98,2.29GHz,1.00000e+07,2.29000e+02
tt,125.00,1.98,2.3GHz,1.00000e+07,2.30000e+02
tt,125.00,1.98,2.31GHz,1.00000e+07,2.31000e+02
tt,125.00,1.98,2.32GHz,1.00000e+07,2.32000e+02
tt,125.00,1.98,2.33GHz,1.00000e+07,2.33000e+02
tt,125.00,1.98,2.34GHz,1.00000e+07,2.34000e+02
tt,125.00,1.98,2.35GHz,1.00000e+07,2.35000e+02
tt,125.00,1.98,2.36GHz,1.00000e+07,2.36000e+02
tt,125.00,1.98,2.37GHz,1.00000e+07,2.37000e+02
tt,125.00,1.98,2.38GHz,1.00000e+07,2.38000e+02
tt,125.00,1.98,2.39GHz,9.99999e+06,2.39000e+02
tt,125.00,1.98,2.4GHz,1.00000e+07,2.40000e+02
tt,125.00,1.98,2.41GHz,1.00000e+07,2.41000e+02
tt,125.00,1.98,2.42GHz,1.00000e+07,2.42000e+02
tt,125.00,1.98,2.43GHz,1.00000e+07,2.43000e+02
tt,125.00,1.98,2.44GHz,1.00000e+07,2.44000e+02
tt,125.00,1.98,2.45GHz,1.00000e+07,2.45000e+02
tt,125.00,1.98,2.46GHz,1.00000e+07,2.46000e+02
tt,125.00,1.98,2.47GHz,9.99999e+06,2.47000e+02
tt,125.00,1.98,2.48GHz,9.99999e+06,2.48000e+02
tt,125.00,1.98,2.49GHz,1.00000e+07,2.49000e+02
tt,125.00,1.98,2.5GHz,1.00000e+07,2.50000e+02
tt,125.00,1.98,2.51GHz,1.00000e+07,2.51000e+02
tt,125.00,1.98,2.52GHz,1.00000e+07,2.52000e+02
tt,125.00,1.98,2.53GHz,1.00000e+07,2.53000e+02
tt,125.00,1.98,2.54GHz,9.99999e+06,2.54000e+02
tt,125.00,1.98,2.55GHz,1.00000e+07,2.55000e+02
fs,125.00,1.62,2.2GHz,1.00000e+07,2.20000e+02
fs,125.00,1.62,2.21GHz,1.00000e+07,2.21000e+02
fs,125.00,1.62,2.22GHz,1.00000e+07,2.22000e+02
fs,125.00,1.62,2.23GHz,9.95535e+06,2.24000e+02
fs,125.00,1.62,2.24GHz,1.00000e+07,2.24000e+02
fs,125.00,1.62,2.25GHz,1.00000e+07,2.25000e+02
fs,125.00,1.62,2.26GHz,1.00000e+07,2.26000e+02
fs,125.00,1.62,2.27GHz,9.95614e+06,2.28000e+02
fs,125.00,1.62,2.28GHz,1.00000e+07,2.28000e+02
fs,125.00,1.62,2.29GHz,9.95653e+06,2.30000e+02
fs,125.00,1.62,2.3GHz,1.00000e+07,2.30000e+02
fs,125.00,1.62,2.31GHz,9.95690e+06,2.32000e+02
fs,125.00,1.62,2.32GHz,1.00000e+07,2.32000e+02
fs,125.00,1.62,2.33GHz,9.95726e+06,2.34000e+02
fs,125.00,1.62,2.34GHz,1.00000e+07,2.34000e+02
fs,125.00,1.62,2.35GHz,9.95762e+06,2.36000e+02
fs,125.00,1.62,2.36GHz,1.00000e+07,2.36000e+02
fs,125.00,1.62,2.37GHz,9.95797e+06,2.38000e+02
fs,125.00,1.62,2.38GHz,1.00000e+07,2.38000e+02
fs,125.00,1.62,2.39GHz,9.95833e+06,2.40000e+02
fs,125.00,1.62,2.4GHz,1.00000e+07,2.40000e+02
fs,125.00,1.62,2.41GHz,9.95868e+06,2.42000e+02
fs,125.00,1.62,2.42GHz,1.00000e+07,2.42000e+02
fs,125.00,1.62,2.43GHz,9.95901e+06,2.44000e+02
fs,125.00,1.62,2.44GHz,1.00000e+07,2.44000e+02
fs,125.00,1.62,2.45GHz,9.95935e+06,2.46000e+02
fs,125.00,1.62,2.46GHz,1.00000e+07,2.46000e+02
fs,125.00,1.62,2.47GHz,9.95967e+06,2.48000e+02
fs,125.00,1.62,2.48GHz,1.00000e+07,2.48000e+02
fs,125.00,1.62,2.49GHz,9.96000e+06,2.50000e+02
fs,125.00,1.62,2.5GHz,1.00000e+07,2.50000e+02
fs,125.00,1.62,2.51GHz,9.96032e+06,2.52000e+02
fs,125.00,1.62,2.52GHz,1.00000e+07,2.52000e+02
fs,125.00,1.62,2.53GHz,9.96063e+06,2.54000e+02
fs,125.00,1.62,2.54GHz,1.00000e+07,2.54000e+02
fs,125.00,1.62,2.55GHz,9.96093e+06,2.56000e+02
tt,125.00,1.80,2.2GHz,1.00000e+07,2.20000e+02
tt,125.00,1.80,2.21GHz,1.00000e+07,2.21000e+02
tt,125.00,1.80,2.22GHz,1.00000e+07,2.22000e+02
tt,125.00,1.80,2.23GHz,1.00000e+07,2.23000e+02
tt,125.00,1.80,2.24GHz,1.00000e+07,2.24000e+02
tt,125.00,1.80,2.25GHz,1.00000e+07,2.25000e+02
tt,125.00,1.80,2.26GHz,1.00000e+07,2.26000e+02
tt,125.00,1.80,2.27GHz,1.00000e+07,2.27000e+02
tt,125.00,1.80,2.28GHz,1.00000e+07,2.28000e+02
tt,125.00,1.80,2.29GHz,1.00000e+07,2.29000e+02
tt,125.00,1.80,2.3GHz,1.00000e+07,2.30000e+02
tt,125.00,1.80,2.31GHz,1.00000e+07,2.31000e+02
tt,125.00,1.80,2.32GHz,1.00000e+07,2.32000e+02
tt,125.00,1.80,2.33GHz,1.00000e+07,2.33000e+02
tt,125.00,1.80,2.34GHz,1.00000e+07,2.34000e+02
tt,125.00,1.80,2.35GHz,1.00000e+07,2.35000e+02
tt,125.00,1.80,2.36GHz,1.00000e+07,2.36000e+02
tt,125.00,1.80,2.37GHz,1.00000e+07,2.37000e+02
tt,125.00,1.80,2.38GHz,1.00000e+07,2.38000e+02
tt,125.00,1.80,2.39GHz,1.00000e+07,2.39000e+02
tt,125.00,1.80,2.4GHz,1.00000e+07,2.40000e+02
tt,125.00,1.80,2.41GHz,1.00000e+07,2.41000e+02
tt,125.00,1.80,2.42GHz,1.00000e+07,2.42000e+02
tt,125.00,1.80,2.43GHz,1.00000e+07,2.43000e+02
tt,125.00,1.80,2.44GHz,1.00000e+07,2.44000e+02
tt,125.00,1.80,2.45GHz,1.00000e+07,2.45000e+02
tt,125.00,1.80,2.46GHz,1.00000e+07,2.46000e+02
tt,125.00,1.80,2.47GHz,1.00000e+07,2.47000e+02
tt,125.00,1.80,2.48GHz,1.00000e+07,2.48000e+02
tt,125.00,1.80,2.49GHz,1.00000e+07,2.49000e+02
tt,125.00,1.80,2.5GHz,1.00000e+07,2.50000e+02
tt,125.00,1.80,2.51GHz,9.96032e+06,2.52000e+02
tt,125.00,1.80,2.52GHz,1.00000e+07,2.52000e+02
tt,125.00,1.80,2.53GHz,1.00000e+07,2.53000e+02
tt,125.00,1.80,2.54GHz,1.00000e+07,2.54000e+02
tt,125.00,1.80,2.55GHz,9.96093e+06,2.56000e+02
fs,125.00,1.98,2.2GHz,1.00000e+07,2.20000e+02
fs,125.00,1.98,2.21GHz,1.00000e+07,2.21000e+02
fs,125.00,1.98,2.22GHz,1.00000e+07,2.22000e+02
fs,125.00,1.98,2.23GHz,1.00000e+07,2.23000e+02
fs,125.00,1.98,2.24GHz,1.00000e+07,2.24000e+02
fs,125.00,1.98,2.25GHz,1.00000e+07,2.25000e+02
fs,125.00,1.98,2.26GHz,1.00000e+07,2.26000e+02
fs,125.00,1.98,2.27GHz,1.00000e+07,2.27000e+02
fs,125.00,1.98,2.28GHz,1.00000e+07,2.28000e+02
fs,125.00,1.98,2.29GHz,1.00000e+07,2.29000e+02
fs,125.00,1.98,2.3GHz,1.00000e+07,2.30000e+02
fs,125.00,1.98,2.31GHz,1.00000e+07,2.31000e+02
fs,125.00,1.98,2.32GHz,1.00000e+07,2.32000e+02
fs,125.00,1.98,2.33GHz,1.00431e+07,2.32000e+02
fs,125.00,1.98,2.34GHz,1.00000e+07,2.34000e+02
fs,125.00,1.98,2.35GHz,1.00000e+07,2.35000e+02
fs,125.00,1.98,2.36GHz,1.00000e+07,2.36000e+02
fs,125.00,1.98,2.37GHz,9.95798e+06,2.38000e+02
fs,125.00,1.98,2.38GHz,1.00000e+07,2.38000e+02
fs,125.00,1.98,2.39GHz,1.00420e+07,2.38000e+02
fs,125.00,1.98,2.4GHz,1.00000e+07,2.40000e+02
fs,125.00,1.98,2.41GHz,9.95868e+06,2.42000e+02
fs,125.00,1.98,2.42GHz,1.00000e+07,2.42000e+02
fs,125.00,1.98,2.43GHz,9.95902e+06,2.44000e+02
fs,125.00,1.98,2.44GHz,1.00000e+07,2.44000e+02
fs,125.00,1.98,2.45GHz,9.95934e+06,2.46000e+02
fs,125.00,1.98,2.46GHz,1.00000e+07,2.46000e+02
fs,125.00,1.98,2.47GHz,9.95968e+06,2.48000e+02
fs,125.00,1.98,2.48GHz,1.00000e+07,2.48000e+02
fs,125.00,1.98,2.49GHz,9.96000e+06,2.50000e+02
fs,125.00,1.98,2.5GHz,1.00000e+07,2.50000e+02
fs,125.00,1.98,2.51GHz,9.96032e+06,2.52000e+02
fs,125.00,1.98,2.52GHz,1.00000e+07,2.52000e+02
fs,125.00,1.98,2.53GHz,9.96063e+06,2.54000e+02
fs,125.00,1.98,2.54GHz,1.00000e+07,2.54000e+02
fs,125.00,1.98,2.55GHz,9.96093e+06,2.56000e+02
fs,125.00,1.80,2.2GHz,1.00000e+07,2.20000e+02
fs,125.00,1.80,2.21GHz,1.00000e+07,2.21000e+02
fs,125.00,1.80,2.22GHz,1.00000e+07,2.22000e+02
fs,125.00,1.80,2.23GHz,1.00000e+07,2.23000e+02
fs,125.00,1.80,2.24GHz,1.00000e+07,2.24000e+02
fs,125.00,1.80,2.25GHz,1.00000e+07,2.25000e+02
fs,125.00,1.80,2.26GHz,1.00000e+07,2.26000e+02
fs,125.00,1.80,2.27GHz,1.00000e+07,2.27000e+02
fs,125.00,1.80,2.28GHz,1.00000e+07,2.28000e+02
fs,125.00,1.80,2.29GHz,9.95652e+06,2.30000e+02
fs,125.00,1.80,2.3GHz,1.00000e+07,2.30000e+02
fs,125.00,1.80,2.31GHz,1.00435e+07,2.30000e+02
fs,125.00,1.80,2.32GHz,1.00000e+07,2.32000e+02
fs,125.00,1.80,2.33GHz,9.95726e+06,2.34000e+02
fs,125.00,1.80,2.34GHz,1.00000e+07,2.34000e+02
fs,125.00,1.80,2.35GHz,9.95763e+06,2.36000e+02
fs,125.00,1.80,2.36GHz,1.00000e+07,2.36000e+02
fs,125.00,1.80,2.37GHz,9.95798e+06,2.38000e+02
fs,125.00,1.80,2.38GHz,1.00000e+07,2.38000e+02
fs,125.00,1.80,2.39GHz,9.95833e+06,2.40000e+02
fs,125.00,1.80,2.4GHz,1.00000e+07,2.40000e+02
fs,125.00,1.80,2.41GHz,9.95868e+06,2.42000e+02
fs,125.00,1.80,2.42GHz,1.00000e+07,2.42000e+02
fs,125.00,1.80,2.43GHz,9.95902e+06,2.44000e+02
fs,125.00,1.80,2.44GHz,1.00000e+07,2.44000e+02
fs,125.00,1.80,2.45GHz,9.95935e+06,2.46000e+02
fs,125.00,1.80,2.46GHz,1.00000e+07,2.46000e+02
fs,125.00,1.80,2.47GHz,9.95968e+06,2.48000e+02
fs,125.00,1.80,2.48GHz,1.00000e+07,2.48000e+02
fs,125.00,1.80,2.49GHz,9.96000e+06,2.50000e+02
fs,125.00,1.80,2.5GHz,1.00000e+07,2.50000e+02
fs,125.00,1.80,2.51GHz,9.96031e+06,2.52000e+02
fs,125.00,1.80,2.52GHz,1.00000e+07,2.52000e+02
fs,125.00,1.80,2.53GHz,9.96063e+06,2.54000e+02
fs,125.00,1.80,2.54GHz,1.00000e+07,2.54000e+02
fs,125.00,1.80,2.55GHz,9.96093e+06,2.56000e+02
ss,125.00,1.80,2.2GHz,1.00000e+07,2.20000e+02
ss,125.00,1.80,2.21GHz,9.95495e+06,2.22000e+02
ss,125.00,1.80,2.22GHz,1.00000e+07,2.22000e+02
ss,125.00,1.80,2.23GHz,9.95535e+06,2.24000e+02
ss,125.00,1.80,2.24GHz,1.00000e+07,2.24000e+02
ss,125.00,1.80,2.25GHz,9.95575e+06,2.26000e+02
ss,125.00,1.80,2.26GHz,1.00000e+07,2.26000e+02
ss,125.00,1.80,2.27GHz,9.95614e+06,2.28000e+02
ss,125.00,1.80,2.28GHz,1.00000e+07,2.28000e+02
ss,125.00,1.80,2.29GHz,9.95652e+06,2.30000e+02
ss,125.00,1.80,2.3GHz,1.00000e+07,2.30000e+02
ss,125.00,1.80,2.31GHz,9.95689e+06,2.32000e+02
ss,125.00,1.80,2.32GHz,1.00000e+07,2.32000e+02
ss,125.00,1.80,2.33GHz,9.95726e+06,2.34000e+02
ss,125.00,1.80,2.34GHz,1.00000e+07,2.34000e+02
ss,125.00,1.80,2.35GHz,9.95763e+06,2.36000e+02
ss,125.00,1.80,2.36GHz,1.00000e+07,2.36000e+02
ss,125.00,1.80,2.37GHz,9.95798e+06,2.38000e+02
ss,125.00,1.80,2.38GHz,1.00000e+07,2.38000e+02
ss,125.00,1.80,2.39GHz,9.95834e+06,2.40000e+02
ss,125.00,1.80,2.4GHz,1.00000e+07,2.40000e+02
ss,125.00,1.80,2.41GHz,9.95867e+06,2.42000e+02
ss,125.00,1.80,2.42GHz,1.00000e+07,2.42000e+02
ss,125.00,1.80,2.43GHz,9.95901e+06,2.44000e+02
ss,125.00,1.80,2.44GHz,1.00000e+07,2.44000e+02
ss,125.00,1.80,2.45GHz,9.95935e+06,2.46000e+02
ss,125.00,1.80,2.46GHz,1.00000e+07,2.46000e+02
ss,125.00,1.80,2.47GHz,9.95967e+06,2.48000e+02
ss,125.00,1.80,2.48GHz,1.00000e+07,2.48000e+02
ss,125.00,1.80,2.49GHz,9.96000e+06,2.50000e+02
ss,125.00,1.80,2.5GHz,1.00000e+07,2.50000e+02
ss,125.00,1.80,2.51GHz,9.96032e+06,2.52000e+02
ss,125.00,1.80,2.52GHz,1.00000e+07,2.52000e+02
ss,125.00,1.80,2.53GHz,9.96062e+06,2.54000e+02
ss,125.00,1.80,2.54GHz,1.00000e+07,2.54000e+02
ss,125.00,1.80,2.55GHz,9.96094e+06,2.56000e+02
ss,-40.00,1.98,2.2GHz,1.00000e+07,2.20000e+02
ss,-40.00,1.98,2.21GHz,9.95497e+06,2.22000e+02
ss,-40.00,1.98,2.22GHz,1.00000e+07,2.22000e+02
ss,-40.00,1.98,2.23GHz,9.95537e+06,2.24000e+02
ss,-40.00,1.98,2.24GHz,1.00000e+07,2.24000e+02
ss,-40.00,1.98,2.25GHz,9.95578e+06,2.25999e+02
ss,-40.00,1.98,2.26GHz,1.00000e+07,2.26000e+02
ss,-40.00,1.98,2.27GHz,9.95613e+06,2.28000e+02
ss,-40.00,1.98,2.28GHz,1.00000e+07,2.28000e+02
ss,-40.00,1.98,2.29GHz,9.95650e+06,2.30000e+02
ss,-40.00,1.98,2.3GHz,1.00000e+07,2.30000e+02
ss,-40.00,1.98,2.31GHz,9.95690e+06,2.32000e+02
ss,-40.00,1.98,2.32GHz,1.00000e+07,2.32000e+02
ss,-40.00,1.98,2.33GHz,9.95726e+06,2.34000e+02
ss,-40.00,1.98,2.34GHz,1.00000e+07,2.34000e+02
ss,-40.00,1.98,2.35GHz,9.95765e+06,2.35999e+02
ss,-40.00,1.98,2.36GHz,1.00000e+07,2.36000e+02
ss,-40.00,1.98,2.37GHz,9.95797e+06,2.38000e+02
ss,-40.00,1.98,2.38GHz,1.00000e+07,2.38000e+02
ss,-40.00,1.98,2.39GHz,9.95835e+06,2.40000e+02
ss,-40.00,1.98,2.4GHz,1.00000e+07,2.40000e+02
ss,-40.00,1.98,2.41GHz,9.95867e+06,2.42000e+02
ss,-40.00,1.98,2.42GHz,1.00000e+07,2.42000e+02
ss,-40.00,1.98,2.43GHz,9.95904e+06,2.43999e+02
ss,-40.00,1.98,2.44GHz,1.00000e+07,2.44000e+02
ss,-40.00,1.98,2.45GHz,9.95934e+06,2.46000e+02
ss,-40.00,1.98,2.46GHz,1.00000e+07,2.46000e+02
ss,-40.00,1.98,2.47GHz,9.95964e+06,2.48001e+02
ss,-40.00,1.98,2.48GHz,1.00000e+07,2.48000e+02
ss,-40.00,1.98,2.49GHz,9.95999e+06,2.50000e+02
ss,-40.00,1.98,2.5GHz,1.00000e+07,2.50000e+02
ss,-40.00,1.98,2.51GHz,9.96030e+06,2.52000e+02
ss,-40.00,1.98,2.52GHz,1.00000e+07,2.52000e+02
ss,-40.00,1.98,2.53GHz,9.96060e+06,2.54001e+02
ss,-40.00,1.98,2.54GHz,1.00000e+07,2.54000e+02
ss,-40.00,1.98,2.55GHz,9.96095e+06,2.56000e+02
sf,125.00,1.98,2.2GHz,1.00000e+07,2.20000e+02
sf,125.00,1.98,2.21GHz,1.00000e+07,2.21000e+02
sf,125.00,1.98,2.22GHz,1.00000e+07,2.22000e+02
sf,125.00,1.98,2.23GHz,1.00000e+07,2.23000e+02
sf,125.00,1.98,2.24GHz,1.00000e+07,2.24000e+02
sf,125.00,1.98,2.25GHz,1.00000e+07,2.25000e+02
sf,125.00,1.98,2.26GHz,1.00000e+07,2.26000e+02
sf,125.00,1.98,2.27GHz,1.00000e+07,2.27000e+02
sf,125.00,1.98,2.28GHz,1.00000e+07,2.28000e+02
sf,125.00,1.98,2.29GHz,1.00000e+07,2.29000e+02
sf,125.00,1.98,2.3GHz,1.00000e+07,2.30000e+02
sf,125.00,1.98,2.31GHz,1.00000e+07,2.31000e+02
sf,125.00,1.98,2.32GHz,1.00000e+07,2.32000e+02
sf,125.00,1.98,2.33GHz,1.00000e+07,2.33000e+02
sf,125.00,1.98,2.34GHz,1.00000e+07,2.34000e+02
sf,125.00,1.98,2.35GHz,1.00000e+07,2.35000e+02
sf,125.00,1.98,2.36GHz,1.00000e+07,2.36000e+02
sf,125.00,1.98,2.37GHz,1.00000e+07,2.37000e+02
sf,125.00,1.98,2.38GHz,1.00000e+07,2.38000e+02
sf,125.00,1.98,2.39GHz,1.00000e+07,2.39000e+02
sf,125.00,1.98,2.4GHz,1.00000e+07,2.40000e+02
sf,125.00,1.98,2.41GHz,1.00000e+07,2.41000e+02
sf,125.00,1.98,2.42GHz,1.00000e+07,2.42000e+02
sf,125.00,1.98,2.43GHz,1.00000e+07,2.43000e+02
sf,125.00,1.98,2.44GHz,1.00000e+07,2.44000e+02
sf,125.00,1.98,2.45GHz,1.00000e+07,2.45000e+02
sf,125.00,1.98,2.46GHz,1.00000e+07,2.46000e+02
sf,125.00,1.98,2.47GHz,1.00000e+07,2.47000e+02
sf,125.00,1.98,2.48GHz,1.00000e+07,2.48000e+02
sf,125.00,1.98,2.49GHz,1.00000e+07,2.49000e+02
sf,125.00,1.98,2.5GHz,1.00000e+07,2.50000e+02
sf,125.00,1.98,2.51GHz,1.00000e+07,2.51000e+02
sf,125.00,1.98,2.52GHz,1.00000e+07,2.52000e+02
sf,125.00,1.98,2.53GHz,1.00000e+07,2.53000e+02
sf,125.00,1.98,2.54GHz,1.00000e+07,2.54000e+02
sf,125.00,1.98,2.55GHz,1.00000e+07,2.55000e+02
tt,-40.00,1.98,2.2GHz,1.00000e+07,2.20000e+02
tt,-40.00,1.98,2.21GHz,1.00000e+07,2.21000e+02
tt,-40.00,1.98,2.22GHz,1.00000e+07,2.22000e+02
tt,-40.00,1.98,2.23GHz,1.00000e+07,2.23000e+02
tt,-40.00,1.98,2.24GHz,1.00000e+07,2.24000e+02
tt,-40.00,1.98,2.25GHz,1.00000e+07,2.25000e+02
tt,-40.00,1.98,2.26GHz,1.00000e+07,2.26000e+02
tt,-40.00,1.98,2.27GHz,1.00000e+07,2.27000e+02
tt,-40.00,1.98,2.28GHz,1.00000e+07,2.28000e+02
tt,-40.00,1.98,2.29GHz,1.00000e+07,2.29000e+02
tt,-40.00,1.98,2.3GHz,1.00000e+07,2.30000e+02
tt,-40.00,1.98,2.31GHz,1.00000e+07,2.31000e+02
tt,-40.00,1.98,2.32GHz,1.00000e+07,2.32000e+02
tt,-40.00,1.98,2.33GHz,1.00000e+07,2.33000e+02
tt,-40.00,1.98,2.34GHz,1.00000e+07,2.34000e+02
tt,-40.00,1.98,2.35GHz,1.00000e+07,2.35000e+02
tt,-40.00,1.98,2.36GHz,1.00000e+07,2.36000e+02
tt,-40.00,1.98,2.37GHz,1.00000e+07,2.37000e+02
tt,-40.00,1.98,2.38GHz,1.00000e+07,2.38000e+02
tt,-40.00,1.98,2.39GHz,1.00000e+07,2.39000e+02
tt,-40.00,1.98,2.4GHz,1.00000e+07,2.40000e+02
tt,-40.00,1.98,2.41GHz,1.00000e+07,2.41000e+02
tt,-40.00,1.98,2.42GHz,1.00000e+07,2.42000e+02
tt,-40.00,1.98,2.43GHz,1.00000e+07,2.43000e+02
tt,-40.00,1.98,2.44GHz,1.00000e+07,2.44000e+02
tt,-40.00,1.98,2.45GHz,1.00000e+07,2.45000e+02
tt,-40.00,1.98,2.46GHz,1.00000e+07,2.46000e+02
tt,-40.00,1.98,2.47GHz,1.00000e+07,2.47000e+02
tt,-40.00,1.98,2.48GHz,1.00000e+07,2.48000e+02
tt,-40.00,1.98,2.49GHz,1.00000e+07,2.49000e+02
tt,-40.00,1.98,2.5GHz,1.00000e+07,2.50000e+02
tt,-40.00,1.98,2.51GHz,1.00000e+07,2.51000e+02
tt,-40.00,1.98,2.52GHz,1.00000e+07,2.52000e+02
tt,-40.00,1.98,2.53GHz,1.00000e+07,2.53000e+02
tt,-40.00,1.98,2.54GHz,1.00000e+07,2.54000e+02
tt,-40.00,1.98,2.55GHz,1.00000e+07,2.55000e+02
tt,27.00,1.98,2.2GHz,1.00000e+07,2.20000e+02
tt,27.00,1.98,2.21GHz,1.00000e+07,2.21000e+02
tt,27.00,1.98,2.22GHz,1.00000e+07,2.22000e+02
tt,27.00,1.98,2.23GHz,1.00000e+07,2.23000e+02
tt,27.00,1.98,2.24GHz,1.00000e+07,2.24000e+02
tt,27.00,1.98,2.25GHz,1.00000e+07,2.25000e+02
tt,27.00,1.98,2.26GHz,1.00000e+07,2.26000e+02
tt,27.00,1.98,2.27GHz,1.00000e+07,2.27000e+02
tt,27.00,1.98,2.28GHz,1.00000e+07,2.28000e+02
tt,27.00,1.98,2.29GHz,1.00000e+07,2.29000e+02
tt,27.00,1.98,2.3GHz,1.00000e+07,2.30000e+02
tt,27.00,1.98,2.31GHz,1.00000e+07,2.31000e+02
tt,27.00,1.98,2.32GHz,1.00000e+07,2.32000e+02
tt,27.00,1.98,2.33GHz,1.00000e+07,2.33000e+02
tt,27.00,1.98,2.34GHz,1.00000e+07,2.34000e+02
tt,27.00,1.98,2.35GHz,1.00000e+07,2.35000e+02
tt,27.00,1.98,2.36GHz,1.00000e+07,2.36000e+02
tt,27.00,1.98,2.37GHz,1.00000e+07,2.37000e+02
tt,27.00,1.98,2.38GHz,1.00000e+07,2.38000e+02
tt,27.00,1.98,2.39GHz,1.00000e+07,2.39000e+02
tt,27.00,1.98,2.4GHz,1.00000e+07,2.40000e+02
tt,27.00,1.98,2.41GHz,1.00000e+07,2.41000e+02
tt,27.00,1.98,2.42GHz,1.00000e+07,2.42000e+02
tt,27.00,1.98,2.43GHz,1.00000e+07,2.43000e+02
tt,27.00,1.98,2.44GHz,1.00000e+07,2.44000e+02
tt,27.00,1.98,2.45GHz,1.00000e+07,2.45000e+02
tt,27.00,1.98,2.46GHz,1.00000e+07,2.46000e+02
tt,27.00,1.98,2.47GHz,1.00000e+07,2.47000e+02
tt,27.00,1.98,2.48GHz,1.00000e+07,2.48000e+02
tt,27.00,1.98,2.49GHz,1.00000e+07,2.49000e+02
tt,27.00,1.98,2.5GHz,1.00000e+07,2.50000e+02
