 0.00000000e+00 -1.50130091e-29 
 1.00000000e-08  3.75083885e-26 
 2.00000000e-08  5.30763243e-26 
 4.00000000e-08 -7.55523027e-26 
 8.00000000e-08 -7.76102226e-25 
 1.60000000e-07 -6.69667232e-24 
 3.20000000e-07  5.07410540e-23 
 6.40000000e-07 -5.16414886e-23 
 1.28000000e-06  5.28919104e-23 
 2.28000000e-06 -2.67757630e-23 
 3.28000000e-06  3.75663483e-23 
 4.28000000e-06 -1.78136783e-23 
 5.28000000e-06  1.47412039e-23 
 6.28000000e-06 -6.71588212e-24 
 7.28000000e-06  1.86730413e-23 
 8.28000000e-06 -1.29419384e-23 
 9.28000000e-06  3.36503134e-23 
 1.02800000e-05 -1.68484439e-23 
 1.12800000e-05  2.27396350e-23 
 1.22800000e-05 -2.81183758e-23 
 1.32800000e-05  1.93678037e-23 
 1.42800000e-05 -1.05919944e-23 
 1.52800000e-05  2.93535269e-23 
 1.62800000e-05 -1.54331990e-23 
 1.72800000e-05  3.01143123e-23 
 1.82800000e-05 -1.34430197e-23 
 1.92800000e-05  1.45406155e-23 
 2.02800000e-05 -9.56156688e-24 
 2.12800000e-05  1.18253847e-23 
 2.22800000e-05 -1.04486556e-23 
 2.32800000e-05 -3.24776875e-24 
 2.42800000e-05 -9.82078184e-24 
 2.52800000e-05  1.88643337e-23 
 2.62800000e-05 -1.33981556e-23 
 2.72800000e-05  2.23178201e-23 
 2.82800000e-05 -1.86900712e-23 
 2.92800000e-05  2.70505674e-23 
 3.02800000e-05 -2.68025022e-23 
 3.12800000e-05  2.28483653e-23 
 3.22800000e-05 -3.14114725e-23 
 3.32800000e-05  3.09754959e-23 
 3.42800000e-05 -2.24661093e-23 
 3.52800000e-05  3.33665657e-23 
 3.62800000e-05 -5.08788727e-23 
 3.72800000e-05  3.20718879e-23 
 3.82800000e-05 -3.18871848e-23 
 3.92800000e-05  4.80650615e-23 
 4.02800000e-05 -4.06485576e-23 
 4.12800000e-05  3.75315966e-23 
 4.22800000e-05 -3.85614443e-23 
 4.32800000e-05  2.18866648e-23 
 4.42800000e-05 -4.65776686e-23 
 4.52800000e-05  3.81187470e-23 
 4.62800000e-05 -4.12319676e-23 
 4.72800000e-05  4.27074020e-23 
 4.82800000e-05 -4.46829690e-23 
 4.92800000e-05  4.51710637e-23 
 5.02800000e-05 -4.67964161e-23 
 5.12800000e-05  4.33827819e-23 
 5.22800000e-05 -4.44640238e-23 
 5.32800000e-05  4.18917681e-23 
 5.42800000e-05 -4.20294835e-23 
 5.52800000e-05  4.24567180e-23 
 5.62800000e-05 -4.09077730e-23 
 5.72800000e-05  4.43738762e-23 
 5.82800000e-05 -5.36903678e-23 
 5.92800000e-05  4.60499139e-23 
 6.02800000e-05 -4.68871399e-23 
