process,temp,supply,control,corner name,Power (mW),vn,vp,differential swing,Oscillation Status,freq (GHZ),failed corners
fs,125,0.9,0.2,"fs,125,0.9",4.7322,7.528835e-01,7.528976e-01,2.617408,True,2.348639,
fs,125,0.9,0.3,"fs,125,0.9",4.7214,7.529728e-01,7.529683e-01,2.617174,True,2.388822,
fs,125,0.9,0.4,"fs,125,0.9",1078.9073999999998,1.568481e-01,1.147315e+00,2.625834,True,2.429508,
fs,125,0.9,0.5,"fs,125,0.9",4.734,7.528861e-01,7.529185e-01,2.645806,True,2.468765,
fs,125,0.9,0.6,"fs,125,0.9",4.7178,7.528958e-01,7.528766e-01,2.6763,True,2.504079,
fs,125,0.9,0.7,"fs,125,0.9",4.712400000000001,7.530331e-01,7.530299e-01,2.712562,True,2.535148,
fs,125,0.9,0.8,"fs,125,0.9",4.7142,7.528984e-01,7.529246e-01,2.748332,True,2.562558,
fs,125,0.9,0.9,"fs,125,0.9",4.7105999999999995,7.526878e-01,7.527003e-01,2.779264,True,2.585178,
fs,125,0.9,1.0,"fs,125,0.9",4.7322,7.528749e-01,7.528927e-01,2.803152,True,2.601635,
fs,125,0.9,1.1,"fs,125,0.9",4.7232,7.529211e-01,7.529275e-01,2.819574,True,2.612758,
fs,125,0.9,1.2,"fs,125,0.9",4.7304,7.529207e-01,7.529248e-01,2.829594,True,2.619198,
fs,125,0.9,1.3,"fs,125,0.9",4.7232,7.528974e-01,7.529143e-01,2.835072,True,2.622994,
fs,125,0.9,1.4,"fs,125,0.9",4.7232,7.528922e-01,7.529283e-01,2.837844,True,2.624527,
fs,125,0.9,1.5,"fs,125,0.9",4.7286,7.529224e-01,7.529195e-01,2.839188,True,2.625566,
fs,125,0.9,1.6,"fs,125,0.9",843.0318,1.336623e+00,-2.27088e-02,2.839842,True,2.6259,
fs,125,0.9,1.7,"fs,125,0.9",4.725,7.529195e-01,7.528981e-01,2.840142,True,2.626168,
fs,125,0.9,1.8,"fs,125,0.9",836.1288,1.011507e+00,2.531817e-01,2.8403,True,2.626141,
fs,125,1.0,0.0,"fs,125,1.0",4.888800000000001,7.562056e-01,7.562180e-01,2.675398,True,2.272944,
fs,125,1.0,0.1,"fs,125,1.0",3.8412,1.262194e+00,-4.34735e-02,2.664202,True,2.303764,
fs,125,1.0,0.2,"fs,125,1.0",-5.7654000000000005,6.372279e-01,7.734510e-01,2.656764,True,2.339526,
fs,125,1.0,0.3,"fs,125,1.0",-35.92620000000001,1.258527e+00,-3.99588e-02,2.655702,True,2.378798,
fs,125,1.0,0.4,"fs,125,1.0",138.3966,7.489537e-01,6.966280e-01,2.66406,True,2.418925,
fs,125,1.0,0.5,"fs,125,1.0",57.0762,1.037749e+00,3.002723e-01,2.684302,True,2.456864,
fs,125,1.0,0.6,"fs,125,1.0",4.8852,7.562365e-01,7.562218e-01,2.716136,True,2.491367,
fs,125,1.0,0.7,"fs,125,1.0",-29.187,1.391127e-01,1.232433e+00,2.754728,True,2.521819,
fs,125,1.0,0.8,"fs,125,1.0",4.878,7.561739e-01,7.561949e-01,2.79392,True,2.548367,
fs,125,1.0,0.9,"fs,125,1.0",4.878,7.561841e-01,7.561905e-01,2.828934,True,2.57059,
fs,125,1.0,1.0,"fs,125,1.0",4.8996,7.562137e-01,7.562010e-01,2.857052,True,2.587842,
fs,125,1.0,1.1,"fs,125,1.0",39.985200000000006,9.047086e-01,4.259650e-01,2.877222,True,2.599289,
fs,125,1.0,1.2,"fs,125,1.0",4.8942000000000005,7.562245e-01,7.562164e-01,2.890022,True,2.606915,
fs,125,1.0,1.3,"fs,125,1.0",20.9628,4.959071e-01,8.039992e-01,2.897258,True,2.610547,
fs,125,1.0,1.4,"fs,125,1.0",4.8942000000000005,7.562377e-01,7.562329e-01,2.900998,True,2.612547,
fs,125,1.0,1.5,"fs,125,1.0",28.092599999999997,2.942928e-01,1.004733e+00,2.902836,True,2.613849,
fs,125,1.0,1.6,"fs,125,1.0",15.582600000000001,-4.41254e-03,1.375728e+00,2.903718,True,2.613901,
fs,125,1.0,1.7,"fs,125,1.0",44.2476,1.367183e+00,-3.12444e-02,2.904148,True,2.614202,
fs,125,1.0,1.8,"fs,125,1.0",-37.8846,1.327706e+00,5.391957e-02,2.904358,True,2.6143,
fs,125,1.1,0.0,"fs,125,1.1",-16.5726,1.252557e+00,-4.67886e-02,2.7108,True,2.266635,
fs,125,1.1,0.1,"fs,125,1.1",115.524,1.848655e-02,1.192668e+00,2.698716,True,2.296983,
fs,125,1.1,0.2,"fs,125,1.1",333.89459999999997,1.261811e+00,-6.13018e-02,2.690262,True,2.331797,
fs,125,1.1,0.3,"fs,125,1.1",419.8842,1.013794e+00,3.829037e-01,2.688288,True,2.370359,
fs,125,1.1,0.4,"fs,125,1.1",-176.86440000000002,1.077496e+00,1.054735e-01,2.696348,True,2.409905,
fs,125,1.1,0.5,"fs,125,1.1",115.35660000000001,1.269552e+00,-4.19138e-02,2.716684,True,2.447021,
fs,125,1.1,0.6,"fs,125,1.1",-22.773600000000002,1.162228e+00,1.740786e-01,2.749248,True,2.480903,
fs,125,1.1,0.7,"fs,125,1.1",5.0292,7.589016e-01,7.589078e-01,2.789374,True,2.510566,
fs,125,1.1,0.8,"fs,125,1.1",5.0328,7.588861e-01,7.588867e-01,2.83084,True,2.53693,
fs,125,1.1,0.9,"fs,125,1.1",-163.86120000000003,1.334510e+00,-5.44583e-02,2.868562,True,2.559114,
fs,125,1.1,1.0,"fs,125,1.1",5.013,7.588354e-01,7.588230e-01,2.899572,True,2.576867,
fs,125,1.1,1.1,"fs,125,1.1",-27.3744,1.373702e+00,1.717734e-02,2.922472,True,2.588974,
fs,125,1.1,1.2,"fs,125,1.1",5.0184,7.588737e-01,7.588638e-01,2.93743,True,2.596895,
fs,125,1.1,1.3,"fs,125,1.1",4.6566,4.872603e-01,8.284064e-01,2.946102,True,2.601556,
fs,125,1.1,1.4,"fs,125,1.1",89.5374,8.926757e-01,3.917642e-01,2.950668,True,2.603191,
fs,125,1.1,1.5,"fs,125,1.1",15.564600000000002,1.242876e+00,1.053377e-02,2.952932,True,2.60444,
fs,125,1.1,1.6,"fs,125,1.1",113.08140000000002,9.459307e-01,3.606253e-01,2.954026,True,2.605114,
fs,125,1.1,1.7,"fs,125,1.1",36.198,1.093539e+00,1.793444e-01,2.954554,True,2.605053,
fs,125,1.1,1.8,"fs,125,1.1",18.084600000000002,1.347315e+00,4.554556e-02,2.954814,True,2.605905,
fs,27,0.9,0.0,"fs,27,0.9",4.156199999999999,7.866031e-01,7.866260e-01,2.746438,True,2.305774,
fs,27,0.9,0.1,"fs,27,0.9",-114.4674,1.011008e+00,2.358835e-01,2.736144,True,2.341362,
fs,27,0.9,0.2,"fs,27,0.9",27.3888,8.578428e-01,5.572552e-01,2.729698,True,2.381147,
fs,27,0.9,0.3,"fs,27,0.9",271.25280000000004,8.949008e-01,4.842190e-01,2.730548,True,2.423348,
fs,27,0.9,0.4,"fs,27,0.9",4.167,7.865037e-01,7.864854e-01,2.742816,True,2.462849,
fs,27,0.9,0.5,"fs,27,0.9",4.156199999999999,7.866025e-01,7.866310e-01,2.770528,True,2.499884,
fs,27,0.9,0.6,"fs,27,0.9",0.6228,1.311713e+00,-7.72563e-02,2.810824,True,2.532364,
fs,27,0.9,0.7,"fs,27,0.9",-696.3804,1.377183e+00,3.922132e-02,2.8555,True,2.562226,
fs,27,0.9,0.8,"fs,27,0.9",4.1616,7.866082e-01,7.866196e-01,2.897816,True,2.589502,
fs,27,0.9,0.9,"fs,27,0.9",147.59279999999998,-3.75453e-02,1.423939e+00,2.933444,True,2.612681,
fs,27,0.9,1.0,"fs,27,0.9",2.7,1.426498e+00,1.533615e-02,2.959458,True,2.629643,
fs,27,0.9,1.1,"fs,27,0.9",4.1453999999999995,7.865612e-01,7.865552e-01,2.976092,True,2.639757,
fs,27,0.9,1.2,"fs,27,0.9",4.1634,7.865876e-01,7.865911e-01,2.984544,True,2.644333,
fs,27,0.9,1.3,"fs,27,0.9",28.1664,1.407099e+00,-4.97377e-02,2.988174,True,2.646257,
fs,27,0.9,1.4,"fs,27,0.9",-7.639200000000001,1.710988e-02,1.426348e+00,2.98962,True,2.646989,
fs,27,0.9,1.5,"fs,27,0.9",4.158,7.866061e-01,7.866483e-01,2.99018,True,2.647346,
fs,27,0.9,1.6,"fs,27,0.9",8.5986,1.404942e+00,3.450670e-02,2.990414,True,2.647887,
fs,27,0.9,1.7,"fs,27,0.9",39.968999999999994,8.463218e-01,4.437111e-01,2.990478,True,2.647478,
fs,27,0.9,1.8,"fs,27,0.9",-5.925599999999999,2.475378e-01,1.034419e+00,2.990544,True,2.647867,
fs,27,1.0,0.0,"fs,27,1.0",4.631400000000001,7.955208e-01,7.955127e-01,2.7898,True,2.29513,
fs,27,1.0,0.1,"fs,27,1.0",55.584,1.325120e+00,1.202712e-02,2.781546,True,2.329859,
fs,27,1.0,0.2,"fs,27,1.0",143.3214,8.170739e-01,6.125866e-01,2.77372,True,2.368919,
fs,27,1.0,0.3,"fs,27,1.0",-426.19140000000004,1.314089e+00,-3.44660e-02,2.774694,True,2.409231,
fs,27,1.0,0.4,"fs,27,1.0",38531.7,3.426199e-02,1.342877e+00,2.785964,True,2.448212,
fs,27,1.0,0.5,"fs,27,1.0",11935.926,1.055568e+00,1.788326e-01,2.814774,True,2.483477,
fs,27,1.0,0.6,"fs,27,1.0",-1.1394,1.400362e+00,3.429476e-02,2.85698,True,2.514329,
fs,27,1.0,0.7,"fs,27,1.0",92.46600000000001,4.519771e-01,9.030074e-01,2.905302,True,2.542746,
fs,27,1.0,0.8,"fs,27,1.0",4.6206,7.954479e-01,7.954459e-01,2.952988,True,2.568513,
fs,27,1.0,0.9,"fs,27,1.0",4.6188,7.953559e-01,7.953535e-01,2.995424,True,2.590866,
fs,27,1.0,1.0,"fs,27,1.0",4.6404000000000005,7.953538e-01,7.953763e-01,3.029188,True,2.60813,
fs,27,1.0,1.1,"fs,27,1.0",4.638599999999999,7.954539e-01,7.953982e-01,3.052218,True,2.619786,
fs,27,1.0,1.2,"fs,27,1.0",4.631400000000001,7.956391e-01,7.956247e-01,3.065152,True,2.625626,
fs,27,1.0,1.3,"fs,27,1.0",-56.341800000000006,1.173302e-01,1.283739e+00,3.071086,True,2.628226,
fs,27,1.0,1.4,"fs,27,1.0",4.636800000000001,7.954284e-01,7.954350e-01,3.073474,True,2.62933,
fs,27,1.0,1.5,"fs,27,1.0",11.8242,4.329878e-01,8.668234e-01,3.074378,True,2.629632,
fs,27,1.0,1.6,"fs,27,1.0",4.635,7.956399e-01,7.956387e-01,3.074744,True,2.62993,
fs,27,1.0,1.7,"fs,27,1.0",63.554399999999994,8.989099e-01,4.075571e-01,3.074888,True,2.629856,
fs,27,1.0,1.8,"fs,27,1.0",29.331000000000003,1.272052e+00,1.254450e-01,3.074948,True,2.629973,
fs,27,1.1,0.0,"fs,27,1.1",433.9926,1.134192e+00,9.770316e-02,2.830594,True,2.286608,
fs,27,1.1,0.1,"fs,27,1.1",42.5484,7.290464e-01,6.826459e-01,2.81894,True,2.320745,
fs,27,1.1,0.2,"fs,27,1.1",4.8006,7.984158e-01,7.983876e-01,2.810288,True,2.358599,
fs,27,1.1,0.3,"fs,27,1.1",-237.85380000000004,1.107175e+00,6.664499e-02,2.809508,True,2.397766,
fs,27,1.1,0.4,"fs,27,1.1",-45096.39000000001,1.249820e-02,1.155849e+00,2.821806,True,2.436544,
fs,27,1.1,0.5,"fs,27,1.1",353.1762,-2.42510e-03,1.389378e+00,2.85092,True,2.470573,
fs,27,1.1,0.6,"fs,27,1.1",367.82280000000003,6.778538e-02,1.373003e+00,2.894364,True,2.500396,
fs,27,1.1,0.7,"fs,27,1.1",4.797,7.978813e-01,7.978895e-01,2.944326,True,2.527581,
fs,27,1.1,0.8,"fs,27,1.1",4.797,7.983832e-01,7.983504e-01,2.994568,True,2.553067,
fs,27,1.1,0.9,"fs,27,1.1",618.0462000000001,1.369714e+00,9.415172e-02,3.040236,True,2.575892,
fs,27,1.1,1.0,"fs,27,1.1",4.8186,7.984204e-01,7.983623e-01,3.077748,True,2.594015,
fs,27,1.1,1.1,"fs,27,1.1",4.8204,7.984507e-01,7.984342e-01,3.104562,True,2.606203,
fs,27,1.1,1.2,"fs,27,1.1",4.8006,7.983099e-01,7.983434e-01,3.120454,True,2.612626,
fs,27,1.1,1.3,"fs,27,1.1",24.2334,8.960447e-01,4.231082e-01,3.128164,True,2.616363,
fs,27,1.1,1.4,"fs,27,1.1",4.8096,7.982945e-01,7.983029e-01,3.131392,True,2.617271,
fs,27,1.1,1.5,"fs,27,1.1",21.933,9.938525e-01,3.034945e-01,3.132662,True,2.617958,
fs,27,1.1,1.6,"fs,27,1.1",4.7988,7.980715e-01,7.980742e-01,3.133162,True,2.618179,
fs,27,1.1,1.7,"fs,27,1.1",12.951,-3.09998e-02,1.524284e+00,3.133362,True,2.618127,
fs,27,1.1,1.8,"fs,27,1.1",4.8096,7.983794e-01,7.983140e-01,3.133494,True,2.618344,
sf,-40,0.9,0.0,"sf,-40,0.9",1.2456,6.868776e-01,6.868719e-01,0.03741346,False,0,"sf,-40,1.62"
sf,-40,0.9,0.1,"sf,-40,0.9",1.2798000000000003,6.868739e-01,6.868704e-01,2.822004,True,2.288466,
sf,-40,0.9,0.2,"sf,-40,0.9",1.215,6.868709e-01,6.868631e-01,2.816756,True,2.329726,
sf,-40,0.9,0.3,"sf,-40,0.9",914.7474,1.119989e+00,1.529387e-01,2.821656,True,2.370678,
sf,-40,0.9,0.4,"sf,-40,0.9",521.4348,3.081667e-01,9.700426e-01,2.84373,True,2.410648,
sf,-40,0.9,0.5,"sf,-40,0.9",251.45639999999997,4.926255e-01,7.636169e-01,2.881588,True,2.446168,
sf,-40,0.9,0.6,"sf,-40,0.9",-4848.3504,1.428415e+00,6.405629e-03,2.937684,True,2.479701,
sf,-40,0.9,0.7,"sf,-40,0.9",1.1736000000000002,6.868484e-01,6.868580e-01,2.9925,True,2.514641,
sf,-40,0.9,0.8,"sf,-40,0.9",1.1862,6.868569e-01,6.868600e-01,3.040582,True,2.551919,
sf,-40,0.9,0.9,"sf,-40,0.9",10826.027999999998,5.333013e-01,5.673162e-01,3.084496,True,2.589858,
sf,-40,0.9,1.0,"sf,-40,0.9",1.2186000000000001,6.868873e-01,6.868702e-01,3.121158,True,2.623147,
sf,-40,0.9,1.1,"sf,-40,0.9",-98.38080000000001,3.842202e-01,7.788603e-01,3.148316,True,2.645333,
sf,-40,0.9,1.2,"sf,-40,0.9",1.2942,6.869344e-01,6.869495e-01,3.167288,True,2.65609,
sf,-40,0.9,1.3,"sf,-40,0.9",1.1789999999999998,6.868542e-01,6.868696e-01,3.174798,True,2.659712,
sf,-40,0.9,1.4,"sf,-40,0.9",26605.800000000003,6.726176e-01,4.505196e-01,3.17661,True,2.660932,
sf,-40,0.9,1.5,"sf,-40,0.9",24327.0,1.133422e-01,9.917763e-01,3.17894,True,2.66145,
sf,-40,0.9,1.6,"sf,-40,0.9",1.2222000000000002,6.868915e-01,6.868834e-01,3.177506,True,2.661386,
sf,-40,0.9,1.7,"sf,-40,0.9",1.1772,6.868514e-01,6.868613e-01,3.17895,True,2.661364,
sf,-40,0.9,1.8,"sf,-40,0.9",23300.640000000003,8.896964e-01,2.315165e-01,3.1791,True,2.661643,
sf,-40,1.0,0.0,"sf,-40,1.0",-63.82080000000001,2.426594e-02,1.387816e+00,2.902122,True,2.236273,
sf,-40,1.0,0.1,"sf,-40,1.0",-2262.6252,1.299590e+00,-4.04578e-02,2.887786,True,2.271962,
sf,-40,1.0,0.2,"sf,-40,1.0",-68.6898,1.076046e+00,1.185203e-02,2.88308,True,2.312178,
sf,-40,1.0,0.3,"sf,-40,1.0",-174.6,1.370622e+00,-1.58188e-02,2.881696,True,2.351976,
sf,-40,1.0,0.4,"sf,-40,1.0",148.95360000000002,5.749268e-03,1.393268e+00,2.899932,True,2.389512,
sf,-40,1.0,0.5,"sf,-40,1.0",2.5218,7.475497e-01,7.475390e-01,2.94221,True,2.42193,
sf,-40,1.0,0.6,"sf,-40,1.0",-3070.1178000000004,2.969520e-01,8.381992e-01,2.998306,True,2.451376,
sf,-40,1.0,0.7,"sf,-40,1.0",-227.88,1.469267e+00,4.492846e-03,3.067528,True,2.480701,
sf,-40,1.0,0.8,"sf,-40,1.0",-303.60420000000005,4.076112e-02,1.454659e+00,3.135276,True,2.511112,
sf,-40,1.0,0.9,"sf,-40,1.0",2.4786,7.474283e-01,7.474399e-01,3.186454,True,2.542467,
sf,-40,1.0,1.0,"sf,-40,1.0",2.565,7.469460e-01,7.469704e-01,3.244298,True,2.573021,
sf,-40,1.0,1.1,"sf,-40,1.0",2.5272,7.475760e-01,7.475312e-01,3.283962,True,2.598343,
sf,-40,1.0,1.2,"sf,-40,1.0",974.0412,1.629057e+00,4.152020e-03,3.325428,True,2.614782,
sf,-40,1.0,1.3,"sf,-40,1.0",-157.5072,1.546889e+00,-3.09414e-02,3.339776,True,2.622554,
sf,-40,1.0,1.4,"sf,-40,1.0",233.2782,1.553925e+00,-4.22313e-02,3.349564,True,2.625375,
sf,-40,1.0,1.5,"sf,-40,1.0",155.09340000000003,5.249177e-02,1.386302e+00,3.350806,True,2.626135,
sf,-40,1.0,1.6,"sf,-40,1.0",97.3242,4.070533e-02,1.165373e+00,3.351806,True,2.626593,
sf,-40,1.0,1.7,"sf,-40,1.0",66.2022,1.479496e+00,3.734932e-02,3.35097,True,2.626657,
sf,-40,1.0,1.8,"sf,-40,1.0",-251.53020000000004,-5.80757e-03,1.247647e+00,3.34937,True,2.626725,
sf,-40,1.1,0.0,"sf,-40,1.1",-190.6074,6.563458e-03,1.451792e+00,2.921934,True,2.226514,
sf,-40,1.1,0.1,"sf,-40,1.1",101.65140000000001,1.327320e+00,-4.54301e-02,2.904726,True,2.261422,
sf,-40,1.1,0.2,"sf,-40,1.1",-97.1838,1.369890e+00,4.718082e-02,2.897138,True,2.300993,
sf,-40,1.1,0.3,"sf,-40,1.1",-452.4444000000001,-7.68733e-03,1.367504e+00,2.898848,True,2.338478,
sf,-40,1.1,0.4,"sf,-40,1.1",-801.1764000000001,8.732364e-02,1.267707e+00,2.919052,True,2.375175,
sf,-40,1.1,0.5,"sf,-40,1.1",-231.75,-8.43331e-03,1.429699e+00,2.965326,True,2.406383,
sf,-40,1.1,0.6,"sf,-40,1.1",1305.3474,-7.70532e-02,1.277268e+00,3.029768,True,2.434826,
sf,-40,1.1,0.7,"sf,-40,1.1",4.2804,7.800512e-01,7.799509e-01,3.10263,True,2.463039,
sf,-40,1.1,0.8,"sf,-40,1.1",4.273199999999999,7.801867e-01,7.797847e-01,3.17513,True,2.491458,
sf,-40,1.1,0.9,"sf,-40,1.1",4.23,7.800928e-01,7.800762e-01,3.239956,True,2.521673,
sf,-40,1.1,1.0,"sf,-40,1.1",4.251600000000001,7.798708e-01,7.799007e-01,3.298206,True,2.551266,
sf,-40,1.1,1.1,"sf,-40,1.1",4.311,7.801430e-01,7.799046e-01,3.3473,True,2.577703,
sf,-40,1.1,1.2,"sf,-40,1.1",4.3002,7.800874e-01,7.798907e-01,3.38477,True,2.596105,
sf,-40,1.1,1.3,"sf,-40,1.1",407.90340000000003,4.313656e-02,1.154374e+00,3.408118,True,2.605962,
sf,-40,1.1,1.4,"sf,-40,1.1",4.266000000000001,7.800562e-01,7.800602e-01,3.41867,True,2.610298,
sf,-40,1.1,1.5,"sf,-40,1.1",452.50739999999996,1.605059e+00,-2.91865e-02,3.422274,True,2.61117,
sf,-40,1.1,1.6,"sf,-40,1.1",375.624,1.261990e+00,8.788577e-02,3.423384,True,2.611635,
sf,-40,1.1,1.7,"sf,-40,1.1",7280.334,6.234719e-01,6.035585e-01,3.423726,True,2.611897,
sf,-40,1.1,1.8,"sf,-40,1.1",65.1222,-2.59897e-02,1.626096e+00,3.42384,True,2.611658,
sf,125,0.9,0.0,"sf,125,0.9",1738.2060000000001,6.652302e-01,5.818617e-01,2.64844,True,2.207176,
sf,125,0.9,0.1,"sf,125,0.9",-4140.081,1.103198e+00,-3.88016e-02,2.635,True,2.235917,
sf,125,0.9,0.2,"sf,125,0.9",-208.2978,7.771233e-01,5.198451e-01,2.625186,True,2.271139,
sf,125,0.9,0.3,"sf,125,0.9",-71.0046,1.262310e+00,-1.97191e-02,2.622432,True,2.309841,
sf,125,0.9,0.4,"sf,125,0.9",4.3704,6.992580e-01,6.992660e-01,2.631594,True,2.349758,
sf,125,0.9,0.5,"sf,125,0.9",4.368600000000001,6.993891e-01,6.993792e-01,2.655972,True,2.388655,
sf,125,0.9,0.6,"sf,125,0.9",4.3614,6.992980e-01,6.992882e-01,2.69601,True,2.424282,
sf,125,0.9,0.7,"sf,125,0.9",4.3524,6.993134e-01,6.993011e-01,2.745668,True,2.456883,
sf,125,0.9,0.8,"sf,125,0.9",4.384799999999999,6.993341e-01,6.993235e-01,2.797028,True,2.487775,
sf,125,0.9,0.9,"sf,125,0.9",4.347,6.993166e-01,6.993320e-01,2.84393,True,2.516358,
sf,125,0.9,1.0,"sf,125,0.9",4.3740000000000006,6.993257e-01,6.993159e-01,2.882776,True,2.541987,
sf,125,0.9,1.1,"sf,125,0.9",4.3740000000000006,6.993324e-01,6.993442e-01,2.912546,True,2.561598,
sf,125,0.9,1.2,"sf,125,0.9",4.3704,6.993120e-01,6.993286e-01,2.933096,True,2.575278,
sf,125,0.9,1.3,"sf,125,0.9",-427.113,8.707045e-01,2.928830e-01,2.945892,True,2.582762,
sf,125,0.9,1.4,"sf,125,0.9",4.368600000000001,6.992831e-01,6.993447e-01,2.952974,True,2.587097,
sf,125,0.9,1.5,"sf,125,0.9",-409.5738,1.345015e+00,4.321974e-02,2.956634,True,2.589111,
sf,125,0.9,1.6,"sf,125,0.9",4.3668000000000005,6.993467e-01,6.992726e-01,2.958406,True,2.590672,
sf,125,0.9,1.7,"sf,125,0.9",397.737,5.986203e-01,5.990372e-01,2.959308,True,2.590718,
sf,125,0.9,1.8,"sf,125,0.9",-387.0036,1.104384e+00,1.351795e-01,2.959784,True,2.591554,
sf,125,1.0,0.0,"sf,125,1.0",4.788,7.078413e-01,7.078301e-01,2.690938,True,2.199139,
sf,125,1.0,0.1,"sf,125,1.0",-1074.789,1.287497e+00,3.091568e-02,2.676562,True,2.227675,
sf,125,1.0,0.2,"sf,125,1.0",92.80080000000001,8.554271e-01,3.747369e-01,2.665796,True,2.261776,
sf,125,1.0,0.3,"sf,125,1.0",4.7916,7.077594e-01,7.077628e-01,2.662886,True,2.29948,
sf,125,1.0,0.4,"sf,125,1.0",-3.8861999999999997,5.083350e-01,7.828865e-01,2.67138,True,2.338556,
sf,125,1.0,0.5,"sf,125,1.0",4.788,7.077770e-01,7.077617e-01,2.696198,True,2.375829,
sf,125,1.0,0.6,"sf,125,1.0",4.7952,7.077577e-01,7.077715e-01,2.737248,True,2.410101,
sf,125,1.0,0.7,"sf,125,1.0",4.7988,7.077650e-01,7.077780e-01,2.789588,True,2.441276,
sf,125,1.0,0.8,"sf,125,1.0",4.8024000000000004,7.077420e-01,7.077709e-01,2.845194,True,2.4705,
sf,125,1.0,0.9,"sf,125,1.0",4.7988,7.076204e-01,7.076312e-01,2.897984,True,2.497826,
sf,125,1.0,1.0,"sf,125,1.0",4.7988,7.078136e-01,7.078359e-01,2.94379,True,2.522534,
sf,125,1.0,1.1,"sf,125,1.0",4.784400000000001,7.077668e-01,7.077443e-01,2.980382,True,2.54196,
sf,125,1.0,1.2,"sf,125,1.0",4.797,7.077807e-01,7.077902e-01,3.00705,True,2.556565,
sf,125,1.0,1.3,"sf,125,1.0",4.7934,7.077880e-01,7.077736e-01,3.024384,True,2.565952,
sf,125,1.0,1.4,"sf,125,1.0",4.788,7.077788e-01,7.077378e-01,3.034432,True,2.57087,
sf,125,1.0,1.5,"sf,125,1.0",4.788,7.077907e-01,7.077469e-01,3.039714,True,2.573424,
sf,125,1.0,1.6,"sf,125,1.0",4.788,7.077487e-01,7.077819e-01,3.042382,True,2.57469,
sf,125,1.0,1.7,"sf,125,1.0",470.6262,3.756558e-01,8.210370e-01,3.043672,True,2.57557,
sf,125,1.0,1.8,"sf,125,1.0",471.58379999999994,2.820267e-01,9.069264e-01,3.044272,True,2.575631,
sf,125,1.1,0.0,"sf,125,1.1",-1762.6013999999998,-4.06231e-02,1.304663e+00,2.724228,True,2.192989,
sf,125,1.1,0.1,"sf,125,1.1",-42.3954,3.622163e-01,9.198721e-01,2.709196,True,2.221134,
sf,125,1.1,0.2,"sf,125,1.1",-5.4864,5.362568e-02,1.033186e+00,2.69796,True,2.254336,
sf,125,1.1,0.3,"sf,125,1.1",-27.7182,-4.99066e-02,1.259494e+00,2.694246,True,2.290725,
sf,125,1.1,0.4,"sf,125,1.1",414.2934,2.109887e-01,9.415130e-01,2.702632,True,2.329339,
sf,125,1.1,0.5,"sf,125,1.1",-290.55600000000004,9.461890e-01,3.599161e-01,2.727244,True,2.366187,
sf,125,1.1,0.6,"sf,125,1.1",710.9298,1.090102e+00,1.963437e-01,2.768726,True,2.399568,
sf,125,1.1,0.7,"sf,125,1.1",4.9464,7.106250e-01,7.106349e-01,2.822174,True,2.430063,
sf,125,1.1,0.8,"sf,125,1.1",4.9572,7.106354e-01,7.106462e-01,2.879554,True,2.458562,
sf,125,1.1,0.9,"sf,125,1.1",4.959,7.106256e-01,7.106430e-01,2.934568,True,2.485231,
sf,125,1.1,1.0,"sf,125,1.1",4.9643999999999995,7.106043e-01,7.106145e-01,2.98336,True,2.509951,
sf,125,1.1,1.1,"sf,125,1.1",4.960800000000001,7.106536e-01,7.106411e-01,3.022914,True,2.530355,
sf,125,1.1,1.2,"sf,125,1.1",4.9572,7.106253e-01,7.106358e-01,3.05239,True,2.545557,
sf,125,1.1,1.3,"sf,125,1.1",4.942800000000001,7.106715e-01,7.106675e-01,3.072156,True,2.555436,
sf,125,1.1,1.4,"sf,125,1.1",4.944599999999999,7.106136e-01,7.106205e-01,3.08393,True,2.561298,
sf,125,1.1,1.5,"sf,125,1.1",4.948200000000001,7.106466e-01,7.106108e-01,3.090154,True,2.564205,
sf,125,1.1,1.6,"sf,125,1.1",-3415.3578,1.473283e+00,-2.69985e-02,3.093482,True,2.565618,
sf,125,1.1,1.7,"sf,125,1.1",-3551.3406,5.705696e-01,6.521258e-01,3.095026,True,2.56628,
sf,125,1.1,1.8,"sf,125,1.1",-1913.9994000000002,-3.37521e-02,1.394520e+00,3.095766,True,2.566658,
sf,27,0.9,0.0,"sf,27,0.9",2.4732,7.033406e-01,7.033477e-01,2.767016,True,2.230338,
sf,27,0.9,0.1,"sf,27,0.9",135.11520000000002,7.797357e-01,5.021130e-01,2.754404,True,2.264178,
sf,27,0.9,0.2,"sf,27,0.9",400.3488,1.294396e+00,-2.19782e-02,2.745934,True,2.304206,
sf,27,0.9,0.3,"sf,27,0.9",-102.37500000000001,7.344322e-01,5.906820e-01,2.746566,True,2.345661,
sf,27,0.9,0.4,"sf,27,0.9",131028.84,-1.90165e-02,1.308166e+00,2.760984,True,2.385526,
sf,27,0.9,0.5,"sf,27,0.9",2.4335999999999998,7.033559e-01,7.033376e-01,2.78569,True,2.422152,
sf,27,0.9,0.6,"sf,27,0.9",2269.3500000000004,1.360693e+00,3.735775e-03,2.843416,True,2.455867,
sf,27,0.9,0.7,"sf,27,0.9",2.484,7.033982e-01,7.033882e-01,2.897572,True,2.488727,
sf,27,0.9,0.8,"sf,27,0.9",2.4012000000000002,7.032789e-01,7.032797e-01,2.943396,True,2.522312,
sf,27,0.9,0.9,"sf,27,0.9",11286.377999999999,6.437051e-02,1.347326e+00,2.997692,True,2.555854,
